Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
31,0.163255,-0.153117,1.008342,-0.007907,-0.148439,1.020413,0.334417,-0.157794,0.99627,-0.177047,-0.183244,0.785037,0.486021,-0.219951,0.768584,-0.037957,-0.308886,0.569294,0.340751,-0.323681,0.541146,0.046761,0.145828,0.66527,0.275437,0.146616,0.658303,-0.091704,-0.131044,0.389883,0.433521,-0.132271,0.385045,-0.015925,0.006848,0.000882,0.361952,-0.003748,-0.005733
32,0.162386,-0.153001,1.002056,-0.008813,-0.148328,1.01367,0.333585,-0.157675,0.990442,-0.177189,-0.185109,0.777404,0.485605,-0.22181,0.763043,-0.037643,-0.312406,0.562675,0.341014,-0.326958,0.53593,0.04682,0.147011,0.658603,0.275391,0.147664,0.652255,-0.096044,-0.131595,0.388642,0.436861,-0.133252,0.383493,-0.016285,0.007006,0.000828,0.362553,-0.003518,-0.005671
33,0.162035,-0.152611,0.996325,-0.009154,-0.147761,1.007576,0.333225,-0.15746,0.985075,-0.176504,-0.186786,0.77086,0.485429,-0.223935,0.758158,-0.036254,-0.316379,0.557502,0.341213,-0.331213,0.5317,0.047406,0.146345,0.652105,0.275977,0.146812,0.646227,-0.099279,-0.133587,0.38723,0.440593,-0.13571,0.382301,-0.016637,0.007026,0.000836,0.362804,-0.003632,-0.00563
34,0.161814,-0.151611,0.990156,-0.009366,-0.146577,1.001161,0.332995,-0.156645,0.97915,-0.175769,-0.186942,0.763701,0.484849,-0.224765,0.7521,-0.036734,-0.317217,0.550595,0.341057,-0.333095,0.525954,0.047794,0.147438,0.645966,0.276434,0.147588,0.640398,-0.102749,-0.134652,0.386316,0.444297,-0.137064,0.381012,-0.01717,0.007145,0.000737,0.363493,-0.003395,-0.005745
35,0.162087,-0.150161,0.984938,-0.009102,-0.144996,0.995809,0.333277,-0.155325,0.974068,-0.174645,-0.187295,0.758173,0.484614,-0.225704,0.747348,-0.035599,-0.319095,0.545854,0.34056,-0.336056,0.522236,0.048406,0.146727,0.638818,0.277065,0.146673,0.633451,-0.105623,-0.136619,0.385081,0.44761,-0.139474,0.3794,-0.017265,0.007305,0.000673,0.363785,-0.003382,-0.005739
36,0.162435,-0.148116,0.979527,-0.008739,-0.142745,0.990406,0.333609,-0.153488,0.968648,-0.173895,-0.186734,0.75261,0.484211,-0.225684,0.741881,-0.034872,-0.319595,0.540791,0.339425,-0.337116,0.517869,0.048803,0.147341,0.631635,0.27754,0.147087,0.626133,-0.108446,-0.137923,0.383632,0.450767,-0.141584,0.377636,-0.017544,0.007464,0.000654,0.364119,-0.003086,-0.005807
37,0.163313,-0.145548,0.974935,-0.007845,-0.139907,0.985992,0.33447,-0.151189,0.963878,-0.173016,-0.186689,0.748709,0.484262,-0.226321,0.737594,-0.033371,-0.321931,0.538303,0.338434,-0.339309,0.515002,0.049606,0.146219,0.624492,0.278379,0.145585,0.618695,-0.111365,-0.140577,0.38219,0.453383,-0.145156,0.375591,-0.017838,0.007519,0.000607,0.364145,-0.003096,-0.005797
38,0.164197,-0.142542,0.969728,-0.006942,-0.136529,0.981071,0.335337,-0.148554,0.958385,-0.172671,-0.185948,0.744406,0.484137,-0.226313,0.732299,-0.033453,-0.322898,0.534631,0.337112,-0.340249,0.511078,0.049868,0.146042,0.61695,0.278592,0.145262,0.610743,-0.11419,-0.142573,0.380545,0.456506,-0.147927,0.373494,-0.018251,0.007478,0.00082,0.364535,-0.002891,-0.00587
39,0.165407,-0.139076,0.964729,-0.005693,-0.13271,0.976322,0.336508,-0.145442,0.953137,-0.17227,-0.185926,0.740755,0.484408,-0.226919,0.727784,-0.034891,-0.324806,0.531791,0.33614,-0.342784,0.508394,0.050848,0.144537,0.608999,0.279567,0.14377,0.602426,-0.116875,-0.145216,0.378707,0.460312,-0.151489,0.371431,-0.018475,0.007361,0.000933,0.365025,-0.002609,-0.006038
40,0.166556,-0.135276,0.958631,-0.004542,-0.128654,0.97032,0.337655,-0.141898,0.946941,-0.172261,-0.18563,0.735721,0.484608,-0.226676,0.722002,-0.034934,-0.327111,0.528053,0.334897,-0.344307,0.504729,0.051951,0.145187,0.599978,0.280702,0.144305,0.593242,-0.120149,-0.146914,0.377156,0.465058,-0.153083,0.369279,-0.018845,0.007419,0.000865,0.365571,-0.002619,-0.005557
41,0.168005,-0.131145,0.952228,-0.003085,-0.124418,0.963952,0.339094,-0.137872,0.940504,-0.172076,-0.18622,0.730709,0.485264,-0.226782,0.716561,-0.035235,-0.330434,0.524293,0.334104,-0.34745,0.501904,0.052745,0.145098,0.590474,0.281498,0.143979,0.583687,-0.123735,-0.148021,0.375681,0.47031,-0.154611,0.367096,-0.019504,0.006764,0.000728,0.366212,-0.002295,-0.005938
42,0.169294,-0.126879,0.944662,-0.001805,-0.120022,0.956283,0.340392,-0.133736,0.933041,-0.171655,-0.186054,0.723939,0.48568,-0.226153,0.70955,-0.036182,-0.332785,0.518349,0.333521,-0.349291,0.497152,0.054379,0.147188,0.581192,0.283165,0.146006,0.574557,-0.127828,-0.147191,0.37448,0.476333,-0.154109,0.364951,-0.020374,0.006572,0.000477,0.367171,-0.001856,-0.00621
43,0.170839,-0.122621,0.937302,-0.000252,-0.115567,0.948716,0.34193,-0.129676,0.925887,-0.170636,-0.185993,0.717167,0.486283,-0.225786,0.70306,-0.036824,-0.335782,0.512436,0.333594,-0.351899,0.492803,0.056137,0.149152,0.571867,0.284722,0.147337,0.565327,-0.132076,-0.145775,0.373365,0.482832,-0.15368,0.363243,-0.020927,0.006595,0.000124,0.367896,-0.001623,-0.006235
44,0.172395,-0.118134,0.930042,0.001276,-0.110962,0.941341,0.343514,-0.125306,0.918743,-0.168845,-0.184226,0.709789,0.486632,-0.224081,0.696045,-0.037039,-0.336394,0.505479,0.333361,-0.352505,0.487632,0.057774,0.152874,0.563086,0.286125,0.150322,0.556737,-0.136072,-0.143237,0.372709,0.488632,-0.152,0.361604,-0.021344,0.00679,-0.000121,0.368771,-0.001205,-0.006401
45,0.174175,-0.113583,0.925166,0.003048,-0.106307,0.936457,0.345301,-0.120859,0.913875,-0.166166,-0.181858,0.704833,0.486879,-0.222136,0.691308,-0.033533,-0.336943,0.502086,0.33313,-0.352649,0.484487,0.059509,0.154515,0.556718,0.287929,0.151985,0.550182,-0.139021,-0.141012,0.372627,0.492972,-0.15064,0.360489,-0.021685,0.006829,-0.000223,0.36931,-0.001079,-0.006499
46,0.175557,-0.109332,0.922736,0.004399,-0.101986,0.934086,0.346716,-0.116678,0.911386,-0.163421,-0.178591,0.701857,0.48675,-0.218862,0.688349,-0.033426,-0.33152,0.497948,0.332216,-0.349502,0.482315,0.060617,0.15803,0.553639,0.288992,0.155376,0.546911,-0.140852,-0.13829,0.373535,0.496502,-0.148322,0.360672,-0.022065,0.007028,-0.000222,0.370011,-0.000967,-0.006506
47,0.176671,-0.10543,0.923139,0.005493,-0.098247,0.934576,0.34785,-0.112613,0.911703,-0.161049,-0.175581,0.702206,0.487008,-0.215812,0.688869,-0.027423,-0.327735,0.499498,0.330537,-0.345368,0.48356,0.06086,0.159101,0.552673,0.289527,0.156715,0.545674,-0.141417,-0.136861,0.374704,0.498451,-0.14658,0.361528,-0.022364,0.007146,-0.000151,0.370358,-0.000984,-0.006159
48,0.177179,-0.102094,0.924203,0.005991,-0.095078,0.935604,0.348366,-0.10911,0.912803,-0.159418,-0.17293,0.703111,0.486886,-0.212353,0.690105,-0.019464,-0.323798,0.501994,0.328009,-0.33912,0.48509,0.060122,0.16054,0.552146,0.289272,0.158108,0.544868,-0.140967,-0.136646,0.375587,0.499159,-0.14547,0.362481,-0.022607,0.007259,0.000095,0.370714,-0.00106,-0.005738
49,0.177156,-0.099148,0.925603,0.006015,-0.092396,0.936877,0.348297,-0.105901,0.914329,-0.157928,-0.171299,0.704345,0.48627,-0.209459,0.69211,-0.017143,-0.318694,0.50255,0.325556,-0.334305,0.487315,0.060124,0.158831,0.551192,0.289543,0.157723,0.544265,-0.139938,-0.138477,0.375703,0.499063,-0.146632,0.363216,-0.022612,0.007183,0.000377,0.370543,-0.001543,-0.00529
50,0.176592,-0.096428,0.926018,0.005422,-0.090022,0.937005,0.347762,-0.102834,0.915031,-0.156811,-0.169334,0.703824,0.484544,-0.205382,0.692492,-0.013352,-0.314431,0.502369,0.322349,-0.329443,0.488374,0.059422,0.159286,0.55004,0.28895,0.158424,0.543686,-0.139197,-0.140355,0.375334,0.498754,-0.146784,0.363634,-0.022618,0.007234,0.000661,0.37033,-0.001886,-0.004798
51,0.175918,-0.0937,0.926672,0.004728,-0.087851,0.937327,0.347108,-0.099548,0.916018,-0.155187,-0.167513,0.703297,0.48226,-0.20085,0.693066,-0.00831,-0.31124,0.502339,0.319034,-0.325786,0.490248,0.058583,0.158808,0.548011,0.288096,0.158026,0.542351,-0.138728,-0.142771,0.37498,0.498502,-0.147988,0.364138,-0.022591,0.007119,0.000957,0.36951,-0.002541,-0.004398
52,0.175176,-0.090683,0.927195,0.003938,-0.085463,0.937418,0.346415,-0.095904,0.916972,-0.153331,-0.164945,0.702167,0.479487,-0.194917,0.693091,-0.004876,-0.304843,0.500124,0.31472,-0.320163,0.49169,0.057389,0.159151,0.545162,0.286615,0.159415,0.539745,-0.138265,-0.144302,0.374806,0.497718,-0.148019,0.364529,-0.022547,0.007164,0.001264,0.369676,-0.002462,-0.004326
53,0.174744,-0.087166,0.928491,0.003449,-0.082631,0.938203,0.346038,-0.091701,0.918778,-0.151065,-0.162312,0.70212,0.477142,-0.18901,0.69455,-0.000325,-0.297555,0.498751,0.310719,-0.314239,0.494391,0.056955,0.158849,0.544211,0.28607,0.159757,0.539135,-0.137605,-0.145687,0.374867,0.496996,-0.148535,0.365395,-0.02241,0.007091,0.001585,0.369495,-0.002799,-0.003847
54,0.174463,-0.082987,0.929559,0.003124,-0.079165,0.938799,0.345801,-0.086809,0.92032,-0.148366,-0.159087,0.701743,0.475505,-0.182646,0.6958,0.00703,-0.289602,0.497941,0.30737,-0.305891,0.496009,0.056429,0.160257,0.543364,0.285679,0.161301,0.538509,-0.136811,-0.146155,0.375202,0.492486,-0.145835,0.363903,-0.022304,0.007174,0.001887,0.36964,-0.002701,-0.003638
55,0.174601,-0.078484,0.93109,0.003227,-0.075214,0.939911,0.345975,-0.081754,0.922269,-0.145451,-0.15565,0.702274,0.475115,-0.177238,0.698148,0.012063,-0.280399,0.49699,0.305619,-0.297506,0.497605,0.056325,0.160453,0.542687,0.285627,0.16178,0.537798,-0.135716,-0.14693,0.375584,0.491275,-0.146327,0.364371,-0.022148,0.007101,0.002163,0.369597,-0.0027,-0.003421
56,0.174833,-0.073682,0.932002,0.003413,-0.070895,0.940507,0.346253,-0.07647,0.923498,-0.142911,-0.151554,0.702234,0.475496,-0.171996,0.699924,0.016918,-0.270507,0.495432,0.305152,-0.288141,0.497601,0.056213,0.161259,0.542419,0.285959,0.163135,0.537094,-0.13487,-0.146775,0.376171,0.49185,-0.146971,0.365212,-0.022111,0.007102,0.002444,0.369747,-0.002395,-0.003193
57,0.175278,-0.069009,0.932711,0.003856,-0.066494,0.940902,0.3467,-0.071525,0.924519,-0.140633,-0.147733,0.702427,0.476654,-0.167723,0.701843,0.020903,-0.261731,0.494193,0.306484,-0.280151,0.497137,0.056206,0.160879,0.5423,0.28673,0.163312,0.53658,-0.134967,-0.146695,0.37698,0.492158,-0.14687,0.365753,-0.022325,0.007476,0.002854,0.370048,-0.001932,-0.002824
58,0.175463,-0.064828,0.932583,0.004038,-0.062698,0.940578,0.346889,-0.066957,0.924588,-0.139223,-0.143735,0.701697,0.477478,-0.163366,0.70234,0.023166,-0.252813,0.49158,0.308772,-0.271673,0.494108,0.056163,0.16305,0.540342,0.286691,0.165262,0.534513,-0.135134,-0.145988,0.377559,0.492767,-0.146213,0.366257,-0.022477,0.007809,0.003113,0.37043,-0.001313,-0.002478
59,0.175847,-0.061423,0.932939,0.004387,-0.059411,0.940763,0.347307,-0.063435,0.925115,-0.137979,-0.140681,0.701632,0.478255,-0.159903,0.703231,0.024203,-0.24584,0.489161,0.311793,-0.264013,0.490737,0.056438,0.163782,0.53893,0.286983,0.165832,0.533326,-0.13559,-0.146396,0.378384,0.492033,-0.14605,0.366097,-0.022799,0.00743,0.003621,0.370378,-0.001291,-0.002173
60,0.176196,-0.058119,0.933098,0.004581,-0.056334,0.940825,0.347811,-0.059904,0.92537,-0.137594,-0.137805,0.701567,0.478927,-0.156217,0.703665,0.023663,-0.239198,0.486308,0.314687,-0.254511,0.486677,0.056636,0.165217,0.537818,0.28728,0.167349,0.532114,-0.136318,-0.146309,0.379508,0.492216,-0.145836,0.366748,-0.022991,0.00728,0.004081,0.37065,-0.001241,-0.00191
61,0.176295,-0.055221,0.93382,0.004851,-0.053409,0.941465,0.347739,-0.057034,0.926175,-0.137745,-0.135869,0.702667,0.479705,-0.153184,0.70492,0.022512,-0.23479,0.485284,0.316968,-0.245806,0.484096,0.057563,0.164865,0.537539,0.288421,0.167999,0.532258,-0.136185,-0.14583,0.380006,0.492664,-0.145907,0.367644,-0.022912,0.00701,0.004329,0.370794,-0.001446,-0.001728
62,0.176187,-0.052724,0.93415,0.004743,-0.050968,0.941762,0.347631,-0.05448,0.926539,-0.138268,-0.134046,0.703156,0.47986,-0.149957,0.70529,0.019917,-0.231169,0.483821,0.318029,-0.236804,0.481349,0.056586,0.167213,0.536806,0.287159,0.169469,0.530588,-0.136348,-0.145361,0.380858,0.493623,-0.145553,0.369074,-0.022321,0.006629,0.004555,0.370473,-0.002171,-0.001465
63,0.176076,-0.050731,0.934672,0.004592,-0.048969,0.942235,0.34756,-0.052494,0.92711,-0.138597,-0.132912,0.703986,0.47997,-0.147628,0.706071,0.019432,-0.230779,0.484363,0.318436,-0.229285,0.479892,0.055773,0.168511,0.536267,0.286198,0.169797,0.53,-0.136459,-0.145165,0.381414,0.492887,-0.144949,0.369591,-0.021151,0.005669,0.004715,0.369326,-0.003292,-0.001206
64,0.175674,-0.049012,0.934632,0.004271,-0.047189,0.942125,0.347076,-0.050834,0.927139,-0.138989,-0.131876,0.704006,0.479572,-0.145112,0.705927,0.019492,-0.230584,0.484835,0.318025,-0.222453,0.478237,0.055694,0.169787,0.535733,0.285984,0.171096,0.529332,-0.136824,-0.144408,0.381857,0.492619,-0.144259,0.369801,-0.020822,0.005319,0.004991,0.368911,-0.003543,-0.001032
