Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
11,0.064379,0.014698,1.154888,-0.105462,0.000931,1.130216,0.23422,0.028466,1.179559,-0.28272,-0.052221,0.932245,0.427591,0.035372,1.003208,-0.167509,-0.16122,0.682203,0.419794,-0.012117,0.711045,0.023098,0.142064,0.612456,0.23763,0.155106,0.64267,0.011763,-0.033859,0.264314,0.331642,0.128896,0.264322,0.01987,0.026684,-0.001046,0.272056,0.318815,0.078505
12,0.066204,0.019066,1.149297,-0.103815,0.007153,1.124889,0.236224,0.03098,1.173704,-0.283121,-0.045449,0.928061,0.429439,0.03622,0.99698,-0.170814,-0.156778,0.677725,0.420662,-0.010748,0.70476,0.024816,0.147119,0.607254,0.239197,0.162386,0.637498,0.012944,-0.035597,0.262612,0.332361,0.146963,0.258239,0.023325,0.019066,-0.003943,0.28581,0.336098,0.067954
13,0.069227,0.023764,1.14217,-0.101002,0.013341,1.118554,0.239456,0.034187,1.165786,-0.283276,-0.038134,0.923696,0.431742,0.038422,0.987968,-0.17743,-0.152676,0.671998,0.420914,-0.007769,0.695694,0.025839,0.152214,0.600623,0.240056,0.170555,0.630309,0.011476,-0.040175,0.26137,0.33152,0.165025,0.250265,0.019101,0.018202,-0.004489,0.294059,0.35089,0.054821
14,0.072883,0.029018,1.13285,-0.097551,0.020143,1.110092,0.243316,0.037893,1.155608,-0.284407,-0.032142,0.918757,0.434466,0.041837,0.976646,-0.185131,-0.148775,0.665348,0.421367,-0.002278,0.684144,0.02747,0.158084,0.591832,0.241542,0.178958,0.620888,0.009908,-0.045367,0.259177,0.331227,0.181906,0.240302,0.019624,0.021545,-0.004595,0.30329,0.361957,0.037946
15,0.077106,0.034539,1.121372,-0.093516,0.027279,1.099463,0.247727,0.041798,1.143281,-0.285356,-0.023617,0.911917,0.437291,0.045906,0.962907,-0.193528,-0.144703,0.657789,0.421218,0.004433,0.670167,0.029786,0.164602,0.580993,0.243668,0.188039,0.609489,0.008306,-0.049776,0.255452,0.331688,0.199931,0.228609,0.017968,0.020061,-0.007562,0.312576,0.3714,0.017943
16,0.080589,0.040962,1.108342,-0.090206,0.035471,1.087284,0.251383,0.046454,1.1294,-0.285921,-0.01337,0.902698,0.439906,0.049778,0.947977,-0.202616,-0.13775,0.647228,0.421709,0.010079,0.655115,0.031562,0.171961,0.568577,0.245299,0.197349,0.596484,0.005954,-0.053072,0.25046,0.331489,0.217848,0.215467,0.024137,0.025739,-0.009551,0.323744,0.380196,-0.003006
17,0.088262,0.048362,1.095101,-0.082755,0.043747,1.075701,0.259279,0.052976,1.114501,-0.284478,-0.008362,0.897145,0.442888,0.060707,0.929803,-0.21011,-0.135902,0.640477,0.422091,0.022232,0.636951,0.034543,0.177891,0.555645,0.248096,0.206366,0.581935,0.001658,-0.060695,0.248239,0.330825,0.234131,0.200526,0.014708,0.01836,-0.012006,0.326673,0.383544,-0.027083
18,0.091602,0.056515,1.080131,-0.079527,0.054649,1.061273,0.262731,0.058381,1.098988,-0.284824,0.008268,0.885142,0.446025,0.064267,0.913909,-0.21882,-0.122335,0.627729,0.424248,0.028094,0.620835,0.037987,0.186927,0.541132,0.251449,0.216226,0.567254,0.000101,-0.060148,0.240953,0.333044,0.249485,0.185938,0.023098,0.028182,-0.015594,0.338832,0.390296,-0.047056
19,0.09867,0.066594,1.065223,-0.072683,0.065374,1.048453,0.270022,0.067813,1.081994,-0.282113,0.020638,0.876694,0.451157,0.072727,0.89479,-0.224595,-0.112658,0.618626,0.42608,0.037026,0.601921,0.038907,0.193281,0.526245,0.252077,0.226366,0.550135,-0.003516,-0.064575,0.235782,0.328948,0.262482,0.168,0.021493,0.028806,-0.01878,0.339117,0.394186,-0.070113
20,0.106377,0.077979,1.049834,-0.065169,0.077541,1.035134,0.277924,0.078416,1.064534,-0.278307,0.03266,0.867645,0.456672,0.081906,0.875071,-0.227489,-0.101526,0.608634,0.42768,0.045421,0.582661,0.040623,0.200288,0.510845,0.253331,0.237598,0.532525,-0.005854,-0.068321,0.230818,0.325604,0.273715,0.149422,0.022086,0.029421,-0.021795,0.33572,0.39874,-0.092267
21,0.114359,0.090823,1.034084,-0.057358,0.091566,1.02156,0.286077,0.09008,1.046608,-0.272746,0.050614,0.856581,0.462995,0.091069,0.855256,-0.229601,-0.086313,0.597612,0.431071,0.053624,0.563273,0.042371,0.208915,0.495284,0.254679,0.249711,0.514464,-0.009795,-0.069099,0.225488,0.321954,0.286386,0.130505,0.02326,0.032784,-0.024861,0.327261,0.411172,-0.111461
22,0.123945,0.105306,1.018938,-0.047932,0.106616,1.008901,0.295823,0.103995,1.028975,-0.266046,0.066364,0.847571,0.470124,0.102206,0.835173,-0.228417,-0.071256,0.588109,0.434089,0.061843,0.544058,0.044158,0.217797,0.480361,0.256054,0.261975,0.496335,-0.014566,-0.068897,0.221059,0.316662,0.301484,0.111451,0.022904,0.03561,-0.02758,0.321571,0.429151,-0.129015
23,0.135177,0.120719,1.006153,-0.036822,0.122783,0.99864,0.307175,0.118656,1.013666,-0.257856,0.08613,0.841191,0.478304,0.114461,0.817293,-0.226113,-0.054167,0.582377,0.437585,0.072308,0.527051,0.047181,0.227057,0.468071,0.258487,0.275012,0.480592,-0.019247,-0.067282,0.21931,0.311537,0.320962,0.095293,0.01846,0.03902,-0.028531,0.31131,0.453112,-0.14279
24,0.143475,0.138301,0.99818,-0.028572,0.141234,0.992235,0.315523,0.135367,1.004125,-0.248013,0.106669,0.833551,0.485259,0.12734,0.80666,-0.221494,-0.035166,0.574987,0.442857,0.081891,0.517157,0.050556,0.235719,0.459515,0.261654,0.285204,0.469297,-0.020092,-0.064028,0.218444,0.309973,0.334099,0.08365,0.019608,0.034716,-0.032197,0.314662,0.461523,-0.15695
25,0.152665,0.15766,0.994734,-0.019446,0.160969,0.991437,0.324777,0.154351,0.998031,-0.236242,0.123902,0.830913,0.493784,0.143068,0.799652,-0.209821,-0.019706,0.573321,0.451488,0.094991,0.510558,0.051535,0.243415,0.455853,0.261602,0.297677,0.461719,-0.014107,-0.062821,0.22131,0.303613,0.343958,0.074958,0.037856,0.035193,-0.027368,0.307354,0.466393,-0.168235
26,0.162174,0.17475,0.992017,-0.009924,0.179871,0.99267,0.334272,0.169629,0.991364,-0.227654,0.147422,0.83389,0.500309,0.151131,0.790083,-0.204791,0.004004,0.575851,0.455014,0.103438,0.501381,0.049357,0.255082,0.454818,0.259317,0.310065,0.455384,-0.020631,-0.053315,0.224399,0.292222,0.356001,0.067693,0.025251,0.042781,-0.026215,0.291116,0.478731,-0.175377
27,0.17683,0.191094,0.989234,0.004773,0.196315,0.992907,0.348887,0.185872,0.98556,-0.220311,0.166522,0.843673,0.509209,0.166808,0.78046,-0.204835,0.022689,0.585317,0.455587,0.117785,0.493412,0.053709,0.267299,0.45395,0.263612,0.322363,0.450012,-0.02655,-0.044206,0.231136,0.287842,0.372889,0.062224,0.020018,0.042981,-0.022591,0.282916,0.491164,-0.182999
28,0.182473,0.210389,0.989394,0.010406,0.216213,0.99127,0.354539,0.204566,0.987519,-0.212726,0.185351,0.839656,0.517628,0.180576,0.784841,-0.19447,0.037677,0.583659,0.467928,0.125787,0.49813,0.064531,0.277696,0.451991,0.27413,0.333971,0.449161,-0.015758,-0.038791,0.236368,0.301378,0.380594,0.06106,0.016353,0.03796,-0.022912,0.299055,0.491281,-0.187717
29,0.193385,0.228008,0.990344,0.021368,0.234721,0.993424,0.365401,0.221294,0.987263,-0.203603,0.20161,0.844519,0.52681,0.195508,0.783624,-0.187187,0.04908,0.591259,0.475231,0.139758,0.49743,0.071615,0.288864,0.453317,0.28035,0.34813,0.448388,-0.00847,-0.03209,0.244298,0.303865,0.38882,0.059381,0.02331,0.038254,-0.016832,0.296926,0.494062,-0.191663
30,0.201251,0.244863,0.99174,0.029374,0.254466,0.994938,0.373129,0.235261,0.988541,-0.198155,0.22248,0.848794,0.534254,0.205859,0.785137,-0.18228,0.067843,0.596781,0.482548,0.149806,0.499026,0.07982,0.303399,0.454574,0.288785,0.361794,0.449076,-0.004166,-0.019082,0.249559,0.311951,0.39607,0.059437,0.014885,0.040309,-0.015501,0.303696,0.495635,-0.193873
31,0.209105,0.261375,0.993799,0.037366,0.273082,0.99739,0.380844,0.249669,0.990208,-0.191195,0.242151,0.852383,0.539424,0.218071,0.785633,-0.177658,0.085097,0.601732,0.489256,0.160475,0.499555,0.08682,0.317944,0.456765,0.295992,0.375503,0.450386,-0.000918,-0.005861,0.255427,0.318129,0.403583,0.060199,0.01933,0.04875,-0.010571,0.30805,0.497642,-0.195141
32,0.216124,0.276983,0.99649,0.044522,0.290451,1.000455,0.387726,0.263516,0.992524,-0.184386,0.261581,0.855755,0.545834,0.229606,0.787927,-0.172685,0.103548,0.605627,0.495231,0.171748,0.501977,0.09281,0.332396,0.459709,0.302304,0.388672,0.452486,0.002703,0.009604,0.257849,0.323243,0.412165,0.061937,0.015238,0.050347,-0.011094,0.311629,0.502012,-0.194851
33,0.223497,0.292362,0.999729,0.051999,0.306945,1.004224,0.394994,0.277779,0.995234,-0.177822,0.279269,0.860787,0.552101,0.242103,0.790264,-0.168886,0.120934,0.610736,0.500378,0.183694,0.504628,0.098388,0.345653,0.463239,0.308168,0.400693,0.454873,0.005407,0.023005,0.262456,0.327505,0.419575,0.063995,0.016846,0.063158,-0.006624,0.314298,0.505342,-0.194108
34,0.229764,0.307025,1.002907,0.058371,0.322713,1.007653,0.401158,0.291337,0.99816,-0.171903,0.294855,0.864834,0.557897,0.253703,0.793261,-0.163033,0.137702,0.614036,0.506051,0.194653,0.507778,0.103777,0.357684,0.466436,0.313764,0.411797,0.457264,0.01061,0.035742,0.264648,0.332275,0.426211,0.066158,0.016184,0.061168,-0.006405,0.318213,0.508118,-0.19315
35,0.23584,0.320346,1.005533,0.06455,0.336972,1.010783,0.40713,0.303721,1.000284,-0.165708,0.310974,0.868056,0.562948,0.264049,0.795067,-0.158169,0.15419,0.616984,0.509789,0.203594,0.51012,0.108208,0.368814,0.469256,0.318504,0.421519,0.459037,0.012196,0.046523,0.269368,0.33577,0.431716,0.067743,0.016911,0.070616,-0.001823,0.320889,0.510058,-0.192619
36,0.241337,0.332575,1.007623,0.070136,0.349961,1.013327,0.412537,0.31519,1.001919,-0.160032,0.326179,0.870622,0.56734,0.271432,0.796388,-0.153943,0.170873,0.618594,0.513877,0.212066,0.511269,0.112238,0.378966,0.47147,0.322868,0.430128,0.460322,0.013365,0.056199,0.273757,0.339148,0.436111,0.068898,0.017436,0.078676,0.002417,0.323743,0.511049,-0.192434
37,0.246076,0.343275,1.009059,0.074901,0.360815,1.015049,0.41725,0.325735,1.003069,-0.155179,0.336064,0.872383,0.571755,0.28068,0.797532,-0.147612,0.185091,0.617775,0.517915,0.219751,0.512814,0.115829,0.387809,0.473005,0.326673,0.437924,0.461174,0.014942,0.064832,0.276657,0.342153,0.440732,0.069682,0.018467,0.086343,0.005231,0.326185,0.513,-0.192367
38,0.249761,0.353424,1.010033,0.078604,0.371033,1.016344,0.420917,0.335815,1.003723,-0.1503,0.348521,0.872452,0.575549,0.288835,0.798481,-0.142177,0.199725,0.616583,0.522006,0.225424,0.51425,0.118122,0.396114,0.474159,0.329269,0.444741,0.461552,0.014009,0.073352,0.279187,0.343663,0.444543,0.070008,0.021628,0.12054,0.011115,0.327078,0.514264,-0.192692
39,0.253888,0.363026,1.010514,0.08272,0.380252,1.01751,0.425057,0.3458,1.003517,-0.146275,0.356006,0.874151,0.579647,0.297786,0.798334,-0.135019,0.210894,0.616292,0.526506,0.23262,0.514425,0.119436,0.40273,0.475186,0.330532,0.451212,0.461236,0.015235,0.080608,0.279243,0.34331,0.447485,0.069605,0.02459,0.149775,0.016041,0.326304,0.516617,-0.193224
40,0.257346,0.37225,1.010642,0.086179,0.389296,1.018102,0.428513,0.355204,1.003183,-0.142891,0.364309,0.875242,0.582555,0.305436,0.797961,-0.12935,0.22093,0.616526,0.528682,0.237494,0.514841,0.120492,0.408327,0.475923,0.331343,0.457492,0.460704,0.017312,0.087213,0.277836,0.341762,0.451932,0.069027,0.029609,0.182158,0.022921,0.322308,0.51877,-0.194225
41,0.25945,0.381266,1.010682,0.088258,0.398024,1.01823,0.430642,0.364509,1.003134,-0.139763,0.373161,0.874427,0.58483,0.312689,0.798405,-0.124818,0.229816,0.615769,0.531226,0.241425,0.516052,0.121431,0.414455,0.476241,0.332505,0.462414,0.460291,0.019031,0.096686,0.272491,0.341579,0.454573,0.068621,0.032409,0.217888,0.02902,0.320988,0.519035,-0.195136
42,0.260905,0.389881,1.010715,0.08966,0.406037,1.018359,0.43215,0.373726,1.00307,-0.137595,0.379132,0.874028,0.586719,0.320002,0.798939,-0.118317,0.236155,0.615453,0.533719,0.245147,0.517402,0.121821,0.420267,0.476474,0.333228,0.466518,0.459899,0.021011,0.106962,0.265216,0.341266,0.455777,0.068278,0.03475,0.252731,0.035629,0.319889,0.517672,-0.196031
43,0.262563,0.397205,1.010719,0.091231,0.412431,1.018333,0.433895,0.38198,1.003105,-0.135822,0.381838,0.874236,0.588215,0.32783,0.799053,-0.113929,0.239535,0.615497,0.534815,0.250793,0.518181,0.122702,0.42501,0.476768,0.334156,0.47088,0.45975,0.025934,0.117555,0.255359,0.341269,0.458095,0.068175,0.036226,0.284771,0.040696,0.318532,0.517748,-0.196535
44,0.26242,0.404534,1.010874,0.09105,0.419657,1.017791,0.43379,0.38941,1.003957,-0.134453,0.387854,0.871938,0.588364,0.333167,0.80068,-0.110107,0.243527,0.614543,0.535211,0.25314,0.520598,0.124168,0.430679,0.476589,0.336119,0.474382,0.460058,0.031309,0.13177,0.24229,0.344079,0.458508,0.068617,0.030424,0.312133,0.038292,0.321599,0.515516,-0.196698
45,0.261573,0.411168,1.010962,0.090139,0.425819,1.017298,0.433007,0.396517,1.004626,-0.133508,0.391327,0.869489,0.588688,0.33899,0.802417,-0.107228,0.246578,0.612522,0.537131,0.256445,0.522769,0.124752,0.436633,0.476405,0.337209,0.478029,0.460442,0.037091,0.149008,0.226568,0.346981,0.453707,0.069455,0.042181,0.343046,0.035595,0.321278,0.518062,-0.193879
46,0.261083,0.41694,1.010699,0.089584,0.430937,1.016743,0.432582,0.402943,1.004654,-0.133946,0.3936,0.869149,0.588255,0.344382,0.802736,-0.104641,0.248758,0.612561,0.536413,0.259421,0.523865,0.124732,0.441922,0.476231,0.337388,0.482367,0.460482,0.043236,0.168014,0.209606,0.347328,0.456366,0.069611,0.040042,0.365375,0.022029,0.321073,0.517848,-0.194354
47,0.259812,0.422327,1.010167,0.088249,0.435815,1.015503,0.431375,0.408839,1.004831,-0.134029,0.39663,0.86661,0.587491,0.349574,0.803513,-0.102382,0.249977,0.611332,0.536041,0.262848,0.525113,0.125414,0.447499,0.475408,0.338429,0.486355,0.460511,0.049309,0.188831,0.19261,0.349703,0.458215,0.06983,0.042372,0.387151,0.006148,0.323752,0.516721,-0.194841
48,0.257249,0.427291,1.009468,0.085625,0.440344,1.013854,0.428873,0.414238,1.005082,-0.134826,0.398941,0.862946,0.586156,0.354055,0.804828,-0.101024,0.251851,0.608197,0.536133,0.265442,0.526763,0.125749,0.453339,0.474168,0.33915,0.490507,0.460549,0.055357,0.211907,0.175252,0.352608,0.459836,0.070134,0.045601,0.408264,-0.013151,0.327474,0.515334,-0.195263
49,0.254179,0.431637,1.008672,0.082477,0.443861,1.01232,0.425881,0.419414,1.005023,-0.136557,0.401193,0.859886,0.584234,0.359104,0.805553,-0.09937,0.253752,0.605812,0.535527,0.269082,0.527706,0.124952,0.458447,0.472936,0.33855,0.494848,0.460387,0.060818,0.235762,0.158584,0.354045,0.461295,0.07029,0.049275,0.427655,-0.034266,0.329256,0.513726,-0.195763
50,0.251074,0.435315,1.007729,0.079297,0.446652,1.010682,0.42285,0.423979,1.004776,-0.138142,0.402005,0.856619,0.582159,0.364693,0.805817,-0.098507,0.255156,0.602572,0.534792,0.274694,0.527731,0.124011,0.463827,0.471694,0.337793,0.499498,0.460234,0.062024,0.261528,0.143801,0.356143,0.458408,0.070984,0.038036,0.440648,-0.059885,0.324869,0.518441,-0.192768
51,0.2474,0.438896,1.006668,0.075547,0.449248,1.008641,0.419252,0.428544,1.004694,-0.141786,0.402699,0.85454,0.5793,0.370849,0.806123,-0.099351,0.256584,0.600522,0.532898,0.281435,0.527686,0.123518,0.469615,0.470128,0.337638,0.503694,0.460219,0.063233,0.286105,0.131286,0.358682,0.460532,0.071337,0.039181,0.452642,-0.082803,0.328309,0.517327,-0.193236
52,0.241888,0.442655,1.005337,0.069973,0.45209,1.005845,0.413804,0.433221,1.004828,-0.145666,0.404628,0.849712,0.574977,0.376167,0.807115,-0.100103,0.259051,0.595927,0.529798,0.286176,0.528662,0.122862,0.476025,0.467918,0.337384,0.50809,0.46025,0.064137,0.309666,0.120294,0.362449,0.461958,0.071959,0.039637,0.462383,-0.103815,0.333689,0.515138,-0.193544
53,0.236615,0.446262,1.003699,0.064624,0.454189,1.003082,0.408607,0.438335,1.004316,-0.149128,0.404572,0.845051,0.571004,0.383748,0.807125,-0.099334,0.258862,0.59214,0.527571,0.294765,0.528071,0.121345,0.482299,0.465627,0.336079,0.51332,0.459828,0.062571,0.329796,0.111999,0.365452,0.459479,0.072871,0.033827,0.470059,-0.119621,0.327937,0.517319,-0.190557
54,0.22942,0.449866,1.001702,0.057403,0.456938,0.999603,0.401437,0.442795,1.003802,-0.153627,0.406373,0.838455,0.565838,0.389955,0.807798,-0.100298,0.261327,0.585882,0.525314,0.302083,0.527957,0.120127,0.490649,0.462179,0.33561,0.516445,0.459223,0.062377,0.349577,0.103798,0.369881,0.45454,0.073924,0.029495,0.475442,-0.135417,0.328676,0.51327,-0.188755
55,0.221955,0.453105,0.999364,0.049916,0.459064,0.995976,0.393994,0.447146,1.002752,-0.158889,0.408047,0.83222,0.560257,0.396902,0.807639,-0.101322,0.26457,0.579681,0.522488,0.310931,0.526823,0.117872,0.497914,0.45839,0.333754,0.520312,0.457927,0.060091,0.362887,0.097924,0.372599,0.450284,0.074513,0.020627,0.490906,-0.139144,0.32715,0.510026,-0.187236
56,0.213237,0.456214,0.996793,0.041194,0.461049,0.992107,0.385281,0.451378,1.00148,-0.164346,0.40961,0.824746,0.55374,0.403739,0.807474,-0.102142,0.268404,0.572028,0.519289,0.319731,0.525639,0.114849,0.506032,0.454189,0.331209,0.523068,0.456431,0.058042,0.376654,0.091627,0.374255,0.443728,0.075374,0.017155,0.495804,-0.149783,0.324491,0.505085,-0.185214
57,0.204722,0.458789,0.994145,0.032681,0.462614,0.988514,0.376763,0.454964,0.999776,-0.171335,0.411893,0.819187,0.546734,0.410775,0.80631,-0.106459,0.273915,0.565359,0.514882,0.330285,0.523146,0.110808,0.514437,0.450408,0.327494,0.526035,0.454793,0.054781,0.388679,0.086494,0.373382,0.43974,0.075707,0.015839,0.510358,-0.153974,0.319402,0.503552,-0.183449
58,0.194909,0.461763,0.991618,0.022891,0.46455,0.984815,0.366927,0.458977,0.998421,-0.178233,0.414302,0.812306,0.53852,0.417623,0.805762,-0.109938,0.279514,0.557662,0.509155,0.339505,0.521666,0.106115,0.523016,0.44679,0.322975,0.528837,0.453477,0.052989,0.403529,0.080285,0.371971,0.437553,0.076141,0.018515,0.519123,-0.163839,0.319885,0.502436,-0.183136
59,0.186308,0.465299,0.989722,0.014313,0.466711,0.981959,0.358302,0.463888,0.997485,-0.18542,0.415364,0.80802,0.530328,0.426438,0.804781,-0.115746,0.283238,0.552357,0.501649,0.351487,0.519764,0.10166,0.531217,0.443984,0.31853,0.532014,0.452545,0.047567,0.414937,0.076736,0.36958,0.436041,0.076759,0.011501,0.526079,-0.169219,0.316111,0.500934,-0.182234
60,0.172521,0.46952,0.988172,0.000609,0.470457,0.978709,0.344434,0.468584,0.997635,-0.195354,0.423983,0.800285,0.517718,0.42603,0.806113,-0.124674,0.296187,0.542705,0.492184,0.352801,0.52035,0.094781,0.541195,0.441328,0.311442,0.535097,0.452621,0.047966,0.432954,0.070378,0.364964,0.434868,0.0784,0.023246,0.540128,-0.17872,0.324798,0.496137,-0.18386
61,0.170451,0.47563,0.988781,-0.001422,0.472529,0.979065,0.342324,0.47873,0.998497,-0.198516,0.414768,0.803282,0.514185,0.447724,0.805046,-0.127309,0.287793,0.545441,0.485338,0.375881,0.519245,0.091835,0.545251,0.441215,0.30856,0.544364,0.452881,0.040471,0.42943,0.073644,0.366049,0.436402,0.081519,-0.001032,0.526728,-0.177271,0.308755,0.497475,-0.177585
62,0.153748,0.47954,0.988291,-0.017883,0.479849,0.974607,0.325378,0.479231,1.001975,-0.210604,0.430055,0.792218,0.500615,0.446044,0.811765,-0.137306,0.306823,0.53315,0.475354,0.376225,0.525126,0.090686,0.55943,0.439299,0.306667,0.546396,0.456301,0.045786,0.447824,0.069403,0.369655,0.434354,0.087313,0.020422,0.542688,-0.184575,0.320049,0.493572,-0.173799
63,0.14627,0.484282,0.988456,-0.025294,0.48273,0.974044,0.317834,0.485835,1.002868,-0.217739,0.432065,0.791253,0.493184,0.456456,0.812315,-0.143824,0.312464,0.530662,0.467298,0.388517,0.52528,0.085003,0.566999,0.439115,0.300874,0.553418,0.457062,0.040373,0.451101,0.070558,0.364697,0.435529,0.090045,0.014308,0.542655,-0.184561,0.316207,0.490945,-0.17211
64,0.135794,0.48868,0.988016,-0.035589,0.487324,0.971575,0.307177,0.490036,1.004457,-0.225756,0.439429,0.78578,0.484177,0.462062,0.815222,-0.150407,0.32432,0.523583,0.459687,0.395976,0.527632,0.080753,0.575384,0.438499,0.296453,0.562496,0.458848,0.041866,0.457918,0.069704,0.366653,0.442884,0.093742,0.021014,0.546542,-0.186925,0.314836,0.499249,-0.167572
65,0.126957,0.493389,0.987552,-0.044298,0.491455,0.969882,0.298213,0.495324,1.005222,-0.232554,0.44522,0.781917,0.476255,0.469265,0.81669,-0.156187,0.33468,0.518053,0.452487,0.404635,0.528709,0.075081,0.582267,0.438047,0.290783,0.572047,0.459835,0.042492,0.463439,0.068936,0.364783,0.451925,0.095649,0.023788,0.549445,-0.188747,0.313992,0.506688,-0.166207
66,0.120535,0.498214,0.987139,-0.050615,0.495748,0.968545,0.291686,0.500679,1.005733,-0.238974,0.448247,0.780423,0.471635,0.477805,0.818541,-0.162294,0.341596,0.515053,0.444527,0.415875,0.530262,0.070991,0.587953,0.437508,0.286671,0.579943,0.460421,0.041137,0.465374,0.069399,0.363397,0.460349,0.096617,0.022558,0.5488,-0.18914,0.314385,0.515749,-0.165444
67,0.111929,0.503803,0.986596,-0.059077,0.501926,0.96665,0.282934,0.505679,1.006542,-0.245274,0.45669,0.776089,0.463783,0.482655,0.820241,-0.16904,0.352816,0.509492,0.437579,0.421127,0.531792,0.066499,0.594922,0.436988,0.282072,0.589404,0.461568,0.043774,0.470965,0.068636,0.362933,0.47281,0.097685,0.028664,0.553902,-0.190286,0.31566,0.53033,-0.164239
