Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
10,0.219789,-0.080613,1.408682,0.230619,0.091951,1.395869,0.20896,-0.253176,1.421495,0.055657,0.234164,1.203868,0.041257,-0.424984,1.224803,-0.067117,0.061287,0.945969,-0.099955,-0.221469,0.964702,0.220123,0.015654,0.928694,0.282142,-0.210877,0.925361,0.108463,0.014628,0.47784,0.304314,-0.236588,0.450282,0.054853,0.007203,-0.025349,0.465124,-0.342633,-0.01841
11,0.224238,-0.068137,1.416609,0.227818,0.098724,1.39636,0.220657,-0.234998,1.436859,0.051807,0.239303,1.203949,0.05525,-0.410574,1.227265,-0.069721,0.066269,0.945568,-0.100292,-0.220608,0.965351,0.218029,0.021359,0.929535,0.280212,-0.205567,0.926976,0.114257,0.019628,0.476977,0.29699,-0.232998,0.451967,0.06587,0.007976,-0.027058,0.473367,-0.342245,-0.0111
12,0.218589,-0.066474,1.410967,0.225763,0.105422,1.397047,0.211415,-0.23837,1.424887,0.048742,0.245303,1.204607,0.045137,-0.415604,1.230261,-0.072058,0.073096,0.945417,-0.100443,-0.219576,0.967258,0.216143,0.026863,0.930349,0.278259,-0.200165,0.928712,0.116063,0.022678,0.476081,0.285942,-0.230809,0.453727,0.078011,0.008269,-0.028526,0.481834,-0.341767,-0.001963
13,0.222834,-0.054924,1.418645,0.223118,0.111712,1.397729,0.222551,-0.221559,1.43956,0.045124,0.25114,1.205514,0.058699,-0.403381,1.233624,-0.075681,0.080345,0.945282,-0.100972,-0.218679,0.96997,0.212764,0.032365,0.931437,0.275452,-0.195276,0.930038,0.122354,0.027407,0.47535,0.269624,-0.229902,0.456402,0.090493,0.007891,-0.029474,0.487106,-0.340268,0.00954
14,0.218773,-0.053234,1.413438,0.221586,0.117738,1.398542,0.215961,-0.224206,1.428334,0.042165,0.25641,1.206692,0.050508,-0.40856,1.236948,-0.079032,0.087305,0.94549,-0.100446,-0.218298,0.972853,0.21167,0.037567,0.932448,0.27332,-0.190989,0.93193,0.123768,0.03047,0.475049,0.248402,-0.230401,0.460014,0.103743,0.007918,-0.029821,0.490315,-0.337511,0.024029
15,0.222634,-0.043227,1.421394,0.219398,0.123287,1.399182,0.225871,-0.209741,1.443606,0.038386,0.260732,1.207633,0.064999,-0.397702,1.240892,-0.082611,0.092824,0.945586,-0.099468,-0.218714,0.976168,0.209878,0.041922,0.933624,0.271598,-0.187339,0.933799,0.129049,0.034533,0.474994,0.223761,-0.232674,0.465533,0.116315,0.007524,-0.029903,0.488505,-0.333295,0.040347
16,0.218432,-0.042166,1.417504,0.217731,0.128618,1.40011,0.219132,-0.21295,1.434898,0.03482,0.264045,1.208383,0.059291,-0.403955,1.24568,-0.085358,0.096255,0.945992,-0.096743,-0.220276,0.980206,0.210651,0.045289,0.934536,0.270313,-0.185169,0.936427,0.132137,0.036243,0.474959,0.202951,-0.233475,0.473106,0.129662,0.00742,-0.029734,0.484556,-0.32787,0.05618
17,0.221907,-0.033184,1.42516,0.214843,0.133389,1.400687,0.228971,-0.199757,1.449634,0.030148,0.266045,1.20853,0.074725,-0.395519,1.251319,-0.088588,0.09666,0.94645,-0.093851,-0.223022,0.984931,0.210832,0.047274,0.93519,0.269054,-0.184219,0.939212,0.140325,0.038176,0.474413,0.186574,-0.235064,0.479755,0.142216,0.00687,-0.029893,0.478069,-0.323044,0.068138
18,0.2172,-0.033738,1.421063,0.2121,0.137625,1.401111,0.222301,-0.205101,1.441015,0.025766,0.266758,1.208259,0.070839,-0.403284,1.256666,-0.09091,0.094631,0.946887,-0.090873,-0.226824,0.989776,0.21281,0.049648,0.935521,0.267261,-0.182556,0.941576,0.146808,0.038061,0.473622,0.178929,-0.237107,0.484819,0.155657,0.006421,-0.030239,0.466988,-0.320783,0.069711
19,0.220216,-0.027229,1.427785,0.208413,0.140561,1.401288,0.232019,-0.195018,1.454283,0.02032,0.265871,1.207728,0.086294,-0.396386,1.261293,-0.093225,0.090391,0.947307,-0.088504,-0.231859,0.993634,0.213894,0.050629,0.935484,0.264548,-0.182271,0.94396,0.157012,0.038709,0.472697,0.177061,-0.239058,0.487724,0.169191,0.005892,-0.030855,0.445019,-0.322661,0.060515
20,0.215828,-0.030289,1.423957,0.205343,0.142247,1.402026,0.226312,-0.202826,1.445888,0.01512,0.263348,1.207661,0.083593,-0.404683,1.265258,-0.094637,0.084868,0.948181,-0.086613,-0.23744,0.99785,0.217548,0.052279,0.935838,0.262909,-0.18234,0.946525,0.165178,0.037854,0.472033,0.178806,-0.240022,0.489415,0.183106,0.005536,-0.031065,0.416123,-0.327682,0.045404
21,0.218858,-0.026738,1.430765,0.201821,0.142524,1.403237,0.235895,-0.196,1.458292,0.009881,0.260016,1.208649,0.099414,-0.400302,1.268501,-0.095969,0.078453,0.949563,-0.084529,-0.243241,1.001982,0.219328,0.052236,0.936148,0.261299,-0.182507,0.948681,0.175589,0.037862,0.471925,0.182061,-0.240243,0.490322,0.196292,0.004842,-0.03098,0.378602,-0.335357,0.028903
22,0.214632,-0.031883,1.42711,0.198893,0.141858,1.40442,0.230372,-0.205623,1.4498,0.005168,0.25644,1.209907,0.098136,-0.409207,1.270176,-0.096716,0.071644,0.951323,-0.081773,-0.249538,1.004672,0.223396,0.052493,0.936891,0.260787,-0.182581,0.951125,0.183437,0.036795,0.471835,0.185618,-0.240614,0.491224,0.209935,0.004612,-0.030858,0.336918,-0.342105,0.015388
23,0.217969,-0.030417,1.431893,0.19548,0.140288,1.404637,0.240458,-0.201122,1.459149,-0.000212,0.251715,1.209934,0.113824,-0.405935,1.270745,-0.098536,0.064276,0.951971,-0.078484,-0.255917,1.00588,0.226529,0.051797,0.93605,0.259766,-0.183882,0.952457,0.193175,0.036162,0.471027,0.185355,-0.242028,0.49225,0.223085,0.003883,-0.031243,0.29444,-0.345845,0.006223
24,0.214168,-0.036758,1.426638,0.19295,0.13814,1.40429,0.235385,-0.211656,1.448986,-0.00441,0.245845,1.208912,0.113226,-0.415421,1.270244,-0.100283,0.056787,0.951196,-0.073522,-0.262465,1.005322,0.231342,0.050964,0.935419,0.25933,-0.185736,0.952931,0.199972,0.034192,0.469849,0.182505,-0.24434,0.493626,0.236519,0.00326,-0.031749,0.25517,-0.346492,0.000796
25,0.217538,-0.036718,1.429883,0.190128,0.13506,1.403267,0.244948,-0.208495,1.456499,-0.008463,0.239329,1.207295,0.128604,-0.412977,1.26868,-0.102063,0.048738,0.949816,-0.06815,-0.268972,1.003705,0.233946,0.048968,0.934385,0.259061,-0.187493,0.95306,0.207304,0.032901,0.468464,0.176393,-0.246572,0.494963,0.249454,0.0023,-0.032301,0.218544,-0.345359,-0.001705
26,0.214129,-0.044247,1.424201,0.18799,0.131511,1.402515,0.240267,-0.220006,1.445886,-0.011738,0.232482,1.205852,0.128431,-0.422161,1.265918,-0.102174,0.040404,0.948432,-0.06167,-0.27557,1.000833,0.238498,0.047806,0.933284,0.258453,-0.189686,0.952702,0.21198,0.031039,0.467137,0.169507,-0.248517,0.496099,0.262573,0.001603,-0.032699,0.18683,-0.344546,-0.002295
27,0.217303,-0.045652,1.427661,0.185351,0.127115,1.402197,0.249256,-0.218419,1.453124,-0.015237,0.225063,1.204931,0.142907,-0.420971,1.264144,-0.101322,0.031949,0.94683,-0.055213,-0.282307,0.997652,0.239832,0.044876,0.932838,0.257295,-0.19192,0.952329,0.218493,0.029844,0.466005,0.161906,-0.250812,0.49736,0.275279,0.001012,-0.032892,0.159085,-0.344399,-0.001669
28,0.213941,-0.054417,1.422558,0.183198,0.121912,1.401697,0.244684,-0.230746,1.443419,-0.018545,0.217215,1.204173,0.142278,-0.431345,1.261846,-0.100101,0.022881,0.945887,-0.048939,-0.288995,0.994698,0.24297,0.0424,0.932402,0.255302,-0.19491,0.951933,0.224466,0.027711,0.464796,0.154686,-0.253067,0.498314,0.288428,0.000635,-0.033209,0.135625,-0.344758,-0.00055
29,0.21693,-0.057114,1.425734,0.18063,0.116203,1.401234,0.25323,-0.230432,1.450234,-0.022031,0.208825,1.203587,0.154355,-0.433161,1.260605,-0.099822,0.013262,0.945142,-0.043943,-0.295626,0.992525,0.244002,0.038231,0.93113,0.253651,-0.1982,0.95057,0.231792,0.02578,0.463197,0.148746,-0.25609,0.498481,0.301334,-0.0002,-0.033548,0.114179,-0.345999,0.000588
30,0.213679,-0.066598,1.420739,0.178559,0.110014,1.400582,0.248799,-0.243211,1.440896,-0.025166,0.200083,1.203339,0.153256,-0.441822,1.258033,-0.100115,0.003274,0.944898,-0.040632,-0.302613,0.991112,0.246924,0.035107,0.929896,0.251282,-0.202385,0.949474,0.238026,0.022977,0.461661,0.144726,-0.259158,0.497878,0.314943,-0.000871,-0.033863,0.095968,-0.347515,0.001124
31,0.216477,-0.070271,1.423925,0.176281,0.103355,1.400274,0.256672,-0.243898,1.447576,-0.028673,0.19139,1.203835,0.158212,-0.459038,1.263947,-0.101251,-0.006657,0.94529,-0.038987,-0.310232,0.990344,0.246702,0.03014,0.929006,0.248842,-0.206056,0.947893,0.245296,0.020617,0.460309,0.140881,-0.262438,0.497059,0.327701,-0.001861,-0.03406,0.081006,-0.349765,0.001562
32,0.213257,-0.080394,1.419314,0.174385,0.096323,1.399905,0.252128,-0.257111,1.438723,-0.032142,0.182805,1.204542,0.130524,-0.509431,1.269424,-0.102726,-0.016482,0.946274,-0.038102,-0.318118,0.989882,0.248798,0.025904,0.928208,0.246747,-0.210026,0.946374,0.251369,0.017274,0.45903,0.137644,-0.265752,0.495974,0.340935,-0.002491,-0.034127,0.070847,-0.351779,0.001382
33,0.215679,-0.084796,1.421981,0.172103,0.088921,1.3993,0.259255,-0.258513,1.444663,-0.035684,0.173972,1.204841,0.139353,-0.510838,1.266756,-0.105308,-0.02605,0.946817,-0.037566,-0.326423,0.988729,0.24836,0.020053,0.92686,0.243718,-0.214872,0.944803,0.25853,0.014256,0.457418,0.134467,-0.269353,0.494471,0.353999,-0.003399,-0.034279,0.0638,-0.35395,0.00021
34,0.212583,-0.09512,1.41668,0.170778,0.081421,1.398098,0.254389,-0.271662,1.435263,-0.038537,0.165188,1.204393,0.132478,-0.515746,1.264476,-0.108037,-0.035266,0.946754,-0.037737,-0.333578,0.984314,0.250395,0.015308,0.925075,0.241584,-0.220233,0.942824,0.264732,0.010101,0.45592,0.132687,-0.273078,0.492247,0.367316,-0.004168,-0.034339,0.060345,-0.355918,-0.001967
35,0.214996,-0.099855,1.41794,0.169346,0.073667,1.396291,0.260646,-0.273378,1.43959,-0.040883,0.156547,1.203227,0.136437,-0.508872,1.260278,-0.111108,-0.044292,0.945984,-0.042033,-0.338435,0.979696,0.24942,0.008687,0.922896,0.240193,-0.226012,0.94007,0.26978,0.006068,0.454022,0.131527,-0.276965,0.489287,0.379914,-0.005232,-0.034353,0.058898,-0.357849,-0.005112
36,0.211527,-0.109953,1.411783,0.168373,0.066088,1.394257,0.25468,-0.285993,1.429309,-0.042175,0.148703,1.20163,0.129259,-0.515602,1.256516,-0.113288,-0.052663,0.945056,-0.049175,-0.340393,0.980743,0.250829,0.003345,0.920782,0.237721,-0.232416,0.937957,0.271662,0.002409,0.451417,0.131851,-0.28053,0.48549,0.392637,-0.006073,-0.033934,0.060624,-0.360059,-0.009252
37,0.213179,-0.114455,1.412516,0.167206,0.058512,1.392297,0.259152,-0.287422,1.432735,-0.043312,0.14167,1.199863,0.135166,-0.513756,1.251987,-0.114992,-0.060159,0.943873,-0.056701,-0.340486,0.983794,0.249078,-0.002602,0.918392,0.235328,-0.238429,0.93503,0.272424,-0.000591,0.449411,0.132337,-0.283876,0.481352,0.40445,-0.006897,-0.032815,0.064844,-0.361999,-0.014238
38,0.209414,-0.124469,1.406418,0.166482,0.050736,1.390364,0.252346,-0.299674,1.422474,-0.04349,0.135527,1.198205,0.128594,-0.521579,1.246525,-0.115899,-0.066097,0.942225,-0.062973,-0.340742,0.984957,0.248856,-0.007945,0.916374,0.233513,-0.244296,0.931667,0.269294,-0.003497,0.447391,0.133829,-0.286965,0.476511,0.415849,-0.007079,-0.030741,0.071957,-0.363351,-0.020097
39,0.210963,-0.129393,1.406932,0.165755,0.042725,1.388466,0.256172,-0.301511,1.425397,-0.0434,0.129467,1.196615,0.133915,-0.519362,1.239757,-0.116834,-0.07041,0.939534,-0.067601,-0.342338,0.983276,0.245367,-0.014157,0.914367,0.23124,-0.250045,0.928206,0.263688,-0.005967,0.445635,0.135415,-0.289632,0.47151,0.426254,-0.007665,-0.027263,0.079661,-0.364113,-0.026477
40,0.207733,-0.139276,1.401557,0.165717,0.034926,1.387165,0.249748,-0.313478,1.415949,-0.042633,0.123826,1.195529,0.12749,-0.525936,1.23327,-0.117173,-0.073099,0.936667,-0.069926,-0.345781,0.979255,0.244724,-0.01854,0.912718,0.229102,-0.255378,0.925057,0.254842,-0.008048,0.444806,0.134232,-0.291865,0.467732,0.435744,-0.008648,-0.021737,0.087502,-0.364771,-0.032241
41,0.20993,-0.143549,1.403812,0.165993,0.027606,1.38709,0.253868,-0.314704,1.420533,-0.041453,0.118897,1.195687,0.132609,-0.522966,1.228071,-0.117352,-0.074795,0.934913,-0.070708,-0.351338,0.974104,0.240525,-0.024504,0.912291,0.226656,-0.260549,0.923119,0.244277,-0.009807,0.4453,0.129355,-0.29283,0.465878,0.442952,-0.010357,-0.014754,0.096635,-0.365829,-0.035762
42,0.207441,-0.151862,1.40208,0.166782,0.021187,1.389107,0.2481,-0.324911,1.415052,-0.039301,0.1153,1.198122,0.127334,-0.528779,1.225373,-0.116873,-0.075484,0.935464,-0.070034,-0.358846,0.970019,0.239136,-0.028298,0.913782,0.224718,-0.26512,0.923018,0.232369,-0.011551,0.447497,0.1255,-0.292932,0.46593,0.44854,-0.013061,-0.005356,0.109051,-0.36618,-0.036489
43,0.210167,-0.154148,1.408239,0.168149,0.015809,1.392838,0.252184,-0.324104,1.423642,-0.036911,0.113244,1.202737,0.133646,-0.526273,1.22465,-0.116302,-0.075596,0.939124,-0.068095,-0.367305,0.967322,0.234586,-0.032902,0.917091,0.223618,-0.268552,0.924191,0.220258,-0.013684,0.451976,0.126707,-0.294106,0.466633,0.452183,-0.017022,0.005875,0.12098,-0.366711,-0.036098
44,0.20807,-0.160072,1.410295,0.169811,0.011573,1.398573,0.246329,-0.331718,1.422016,-0.034078,0.112834,1.209499,0.129353,-0.531049,1.224983,-0.115095,-0.074351,0.945401,-0.064744,-0.375761,0.964668,0.233223,-0.034405,0.922089,0.222504,-0.270974,0.927236,0.208571,-0.015764,0.458395,0.134344,-0.295613,0.467299,0.453591,-0.023098,0.018436,0.133855,-0.367116,-0.035421
45,0.21058,-0.160624,1.418558,0.171454,0.007898,1.404674,0.249706,-0.329146,1.432442,-0.031562,0.113757,1.217197,0.133482,-0.529696,1.227096,-0.115109,-0.071825,0.952643,-0.060646,-0.382986,0.961552,0.228531,-0.03678,0.927599,0.221179,-0.272879,0.930911,0.196864,-0.017244,0.465523,0.145574,-0.29733,0.468082,0.452565,-0.031556,0.030906,0.146581,-0.36752,-0.034548
46,0.208447,-0.165312,1.4207,0.173406,0.004689,1.410415,0.243487,-0.335313,1.430985,-0.028825,0.114946,1.224187,0.126264,-0.537971,1.229224,-0.116835,-0.067537,0.958899,-0.056675,-0.38767,0.959242,0.227525,-0.03765,0.933059,0.220518,-0.274961,0.934674,0.187097,-0.018549,0.472257,0.157507,-0.299232,0.469105,0.447378,-0.039356,0.039962,0.160389,-0.368798,-0.033378
47,0.210882,-0.165271,1.42688,0.17515,0.001451,1.414559,0.246614,-0.331993,1.439201,-0.025995,0.116434,1.229565,0.128334,-0.537421,1.230397,-0.119736,-0.062095,0.963523,-0.054081,-0.389545,0.957861,0.224712,-0.040145,0.937349,0.220686,-0.277689,0.937912,0.178422,-0.020707,0.478118,0.166932,-0.300937,0.47014,0.433609,-0.044821,0.043578,0.173733,-0.371539,-0.032075
48,0.20878,-0.170191,1.425821,0.177562,-0.001665,1.416884,0.239997,-0.338718,1.434758,-0.022446,0.118302,1.232636,0.119527,-0.54382,1.230482,-0.122796,-0.056457,0.966624,-0.053216,-0.388577,0.956736,0.226453,-0.04159,0.940202,0.223553,-0.280091,0.938983,0.17086,-0.022806,0.482298,0.174042,-0.301585,0.470525,0.412437,-0.048599,0.040667,0.187382,-0.373212,-0.031374
49,0.210552,-0.171263,1.428477,0.180258,-0.004354,1.417157,0.240846,-0.338172,1.439797,-0.018055,0.12026,1.233245,0.119576,-0.540911,1.228865,-0.125393,-0.050873,0.967509,-0.05389,-0.385431,0.955016,0.226212,-0.044483,0.941171,0.227961,-0.282309,0.938538,0.163457,-0.024888,0.484498,0.180883,-0.301648,0.469593,0.384249,-0.051509,0.032395,0.201086,-0.373578,-0.031935
50,0.208434,-0.175493,1.42478,0.18358,-0.006067,1.416358,0.233288,-0.344919,1.433202,-0.012503,0.122025,1.231784,0.110065,-0.544656,1.226136,-0.126308,-0.045905,0.96659,-0.055593,-0.380815,0.953035,0.229899,-0.045251,0.940931,0.233522,-0.283973,0.937106,0.1571,-0.026631,0.485595,0.189937,-0.301957,0.467447,0.3502,-0.053664,0.020922,0.21511,-0.373999,-0.033466
51,0.210354,-0.174728,1.425669,0.186834,-0.006824,1.414749,0.233875,-0.342632,1.436588,-0.006207,0.124098,1.22924,0.109276,-0.539845,1.223066,-0.124772,-0.042006,0.964861,-0.057598,-0.375054,0.950643,0.230037,-0.047322,0.939734,0.238306,-0.28505,0.935278,0.150258,-0.028715,0.486003,0.200681,-0.30247,0.464857,0.310817,-0.055819,0.008863,0.22836,-0.374857,-0.035354
52,0.2083,-0.176878,1.421522,0.190254,-0.006537,1.413073,0.226346,-0.347219,1.429971,0.000647,0.126744,1.225923,0.099054,-0.541164,1.220423,-0.120448,-0.03946,0.962903,-0.059123,-0.368946,0.947913,0.233313,-0.047513,0.938329,0.243692,-0.285991,0.933418,0.144168,-0.030641,0.486036,0.210051,-0.302619,0.462722,0.26788,-0.05705,-0.001836,0.241275,-0.375532,-0.036882
53,0.210572,-0.173926,1.422855,0.194209,-0.005214,1.411415,0.226935,-0.342638,1.434294,0.008282,0.129526,1.222328,0.097392,-0.534424,1.21915,-0.114527,-0.037389,0.960405,-0.059888,-0.363016,0.945204,0.232387,-0.049421,0.937666,0.248106,-0.286561,0.932596,0.137613,-0.03307,0.486276,0.216046,-0.302437,0.461569,0.222704,-0.057316,-0.009972,0.253981,-0.376075,-0.037239
54,0.209008,-0.173694,1.41999,0.198266,-0.002703,1.410406,0.219751,-0.344685,1.429575,0.016405,0.132739,1.218961,0.086939,-0.533933,1.219128,-0.106859,-0.035176,0.958018,-0.06013,-0.356711,0.943429,0.23496,-0.048622,0.937973,0.252436,-0.286972,0.932638,0.13226,-0.034937,0.487103,0.221474,-0.30216,0.461286,0.177549,-0.056472,-0.014569,0.26707,-0.376371,-0.03688
55,0.211064,-0.169037,1.422374,0.201864,0.000265,1.410085,0.220264,-0.338338,1.434663,0.024652,0.136864,1.216445,0.084902,-0.525554,1.219322,-0.09855,-0.032823,0.956533,-0.061483,-0.350039,0.942195,0.233078,-0.049411,0.938796,0.256201,-0.286319,0.933053,0.126527,-0.036075,0.48869,0.229748,-0.3018,0.461073,0.133427,-0.05548,-0.015586,0.280147,-0.376569,-0.03651
56,0.209347,-0.167713,1.420189,0.205664,0.003561,1.410011,0.213031,-0.338988,1.430366,0.032391,0.141822,1.214765,0.074796,-0.523325,1.219499,-0.089917,-0.029243,0.955425,-0.063591,-0.342365,0.941844,0.235316,-0.047463,0.939387,0.260038,-0.284867,0.933681,0.121782,-0.035705,0.490592,0.241018,-0.301361,0.460692,0.09232,-0.053984,-0.013117,0.293945,-0.37691,-0.036218
57,0.211529,-0.162469,1.422411,0.209151,0.006986,1.409732,0.213907,-0.331925,1.43509,0.039534,0.147276,1.213508,0.072932,-0.514285,1.219532,-0.082702,-0.024108,0.954233,-0.065946,-0.333802,0.94196,0.234553,-0.046429,0.938704,0.264073,-0.28231,0.932908,0.115313,-0.035258,0.49269,0.252357,-0.300744,0.460317,0.055793,-0.05084,-0.008515,0.307516,-0.37761,-0.036024
58,0.210094,-0.160607,1.419665,0.212689,0.010558,1.40898,0.207499,-0.331772,1.430349,0.045015,0.152806,1.211736,0.063487,-0.511265,1.219143,-0.078043,-0.017685,0.95324,-0.06854,-0.32446,0.94234,0.235974,-0.044232,0.938964,0.267744,-0.280131,0.932534,0.11018,-0.033606,0.49414,0.26115,-0.299455,0.45968,0.02539,-0.045439,-0.003657,0.321091,-0.377835,-0.035714
59,0.212513,-0.155188,1.420396,0.216035,0.014203,1.407349,0.208991,-0.324579,1.433442,0.051253,0.159281,1.210147,0.062213,-0.501982,1.21778,-0.074256,-0.009035,0.950515,-0.071235,-0.314783,0.942073,0.233623,-0.043437,0.938376,0.269921,-0.27824,0.932162,0.104531,-0.031694,0.494399,0.266831,-0.297166,0.458178,0.001119,-0.039196,0.00024,0.334223,-0.378154,-0.035711
60,0.211471,-0.152949,1.416429,0.219327,0.01806,1.405488,0.203615,-0.323958,1.42737,0.056544,0.165275,1.208215,0.053735,-0.497972,1.215546,-0.071015,0.00066,0.947005,-0.073957,-0.305252,0.940823,0.234656,-0.040299,0.936519,0.275067,-0.274198,0.928088,0.101666,-0.028683,0.493615,0.271605,-0.294008,0.456191,-0.015914,-0.033002,0.002579,0.347483,-0.37823,-0.03582
61,0.21363,-0.147032,1.416987,0.222037,0.022177,1.404004,0.205224,-0.316241,1.429969,0.061093,0.171629,1.206771,0.053056,-0.48799,1.213708,-0.067637,0.010133,0.944127,-0.076247,-0.296032,0.939362,0.231601,-0.03796,0.935212,0.278728,-0.269058,0.925627,0.098293,-0.025972,0.492774,0.27598,-0.290486,0.454201,-0.025386,-0.027867,0.003234,0.359866,-0.378315,-0.035682
62,0.212364,-0.144187,1.413415,0.224421,0.026569,1.402549,0.200306,-0.314943,1.424281,0.064861,0.178248,1.205653,0.045421,-0.484214,1.212288,-0.064029,0.019251,0.941607,-0.078308,-0.287077,0.938805,0.231748,-0.033724,0.933768,0.279215,-0.264845,0.924074,0.096997,-0.022534,0.491477,0.280171,-0.286439,0.452252,-0.028117,-0.024082,0.002114,0.372426,-0.37825,-0.035307
63,0.21427,-0.137811,1.413749,0.226134,0.031166,1.400808,0.202405,-0.306788,1.426689,0.067678,0.184392,1.204281,0.045393,-0.474846,1.210922,-0.061404,0.027414,0.939038,-0.080938,-0.278218,0.938563,0.228314,-0.03074,0.931983,0.279169,-0.260594,0.922657,0.096115,-0.019315,0.489242,0.283629,-0.282173,0.450042,-0.025077,-0.021023,-0.000941,0.384884,-0.37838,-0.03495
64,0.212768,-0.134441,1.409973,0.227498,0.03603,1.398884,0.198037,-0.304912,1.421061,0.069812,0.190326,1.202688,0.038632,-0.47109,1.209808,-0.059303,0.034514,0.936822,-0.083358,-0.269745,0.938366,0.228233,-0.025723,0.930348,0.278845,-0.256144,0.921072,0.098478,-0.015535,0.486235,0.286598,-0.2778,0.447863,-0.017871,-0.018365,-0.005394,0.39772,-0.378165,-0.033809
65,0.214252,-0.127528,1.410265,0.228158,0.041175,1.397012,0.200346,-0.296231,1.423517,0.070829,0.196126,1.200997,0.039013,-0.461847,1.208923,-0.058323,0.040618,0.935076,-0.086194,-0.261602,0.938692,0.224938,-0.022631,0.928276,0.278139,-0.251511,0.919653,0.100817,-0.012391,0.482824,0.288764,-0.273433,0.445934,-0.006547,-0.015738,-0.01089,0.40998,-0.377994,-0.032352
