Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,, 
31,198, 295, 50, 205, 304, 201, 160, 304, 376, 211, 484, 120, 168, 188, 611, 125, 323, 884, 263, 285, 526, 232, 487, 410, 116, 268, 661, 224, 185, 397, 199, 417, 295, 190, 405, 701, 207, 158, 542 
32,248, 319, 393, 214, 478, 755, 211, 458, 624, 220, 191, 498, 202, 175, 950, 220, 254, 184, 234, 350, 794, 217, 375, 213, 263, 444, 683, 183, 262, 354, 160, 256, 831, 263, 127, 859, 201, 385, 69 
33,242, 465, 826, 171, 184, 799, 186, 165, 651, 258, 416, 737, 256, 307, 416, 260, 227, 582, 246, 192, 883, 260, 471, 218, 184, 447, 280, 183, 152, 157, 164, 142, 508, 249, 485, 659, 234, 237, 35 
34,159, 402, 763, 222, 492, 865, 223, 198, 767, 176, 447, 521, 220, 322, 683, 220, 388, 389, 243, 490, 558, 140, 314, 251, 208, 320, 849, 162, 355, 747, 224, 119, 887, 251, 148, 809, 235, 389, 957 
35,172, 256, 276, 229, 300, 368, 203, 188, 663, 241, 476, 839, 183, 406, 403, 247, 103, 459, 191, 494, 822, 186, 298, 360, 155, 250, 279, 133, 461, 231, 250, 286, 555, 257, 346, 141, 247, 390, 284 
36,276, 230, 614, 289, 241, 148, 213, 252, 808, 219, 433, 865, 202, 312, 723, 135, 147, 318, 210, 313, 861, 196, 445, 669, 181, 246, 738, 151, 448, 235, 163, 76, 406, 191, 227, 661, 202, 254, 760 
37,177, 230, 255, 220, 452, 709, 192, 152, 887, 204, 425, 765, 223, 254, 315, 196, 232, 584, 215, 97, 349, 235, 320, 358, 148, 365, 238, 213, 382, 654, 167, 233, 575, 212, 350, 64, 232, 350, 647 
38,301, 389, 839, 247, 284, 195, 129, 359, 95, 194, 259, 833, 204, 417, 651, 152, 479, 369, 240, 197, 695, 275, 269, 476, 252, 425, 142, 101, 463, 400, 179, 94, 878, 193, 435, 112, 190, 415, 437 
39,213, 366, 878, 190, 176, 902, 177, 305, 127, 275, 464, 473, 214, 341, 287, 207, 161, 432, 190, 321, 328, 178, 213, 369, 156, 104, 862, 166, 119, 241, 181, 482, 50, 169, 443, 611, 168, 104, 585 
40,250, 401, 492, 198, 357, 312, 179, 299, 895, 144, 130, 369, 147, 81, 396, 216, 379, 489, 211, 263, 494, 250, 297, 268, 196, 416, 53, 247, 315, 193, 169, 138, 950, 216, 278, 733, 248, 284, 215 
41,173, 275, 606, 101, 391, 59, 238, 311, 265, 124, 486, 357, 153, 294, 86, 211, 256, 477, 214, 220, 906, 206, 347, 184, 151, 155, 731, 163, 208, 287, 210, 325, 298, 208, 198, 88, 201, 360, 106 
42,252, 480, 956, 262, 116, 422, 201, 465, 568, 202, 289, 153, 227, 438, 780, 150, 176, 598, 152, 215, 239, 251, 495, 187, 170, 279, 708, 222, 473, 528, 212, 198, 715, 214, 122, 180, 196, 419, 257 
43,237, 448, 470, 185, 415, 542, 186, 351, 667, 248, 76, 500, 157, 311, 496, 189, 134, 186, 205, 412, 438, 235, 270, 913, 153, 272, 582, 145, 241, 581, 195, 448, 509, 173, 384, 334, 238, 264, 88 
44,190, 264, 603, 263, 159, 289, 156, 464, 65, 239, 393, 274, 177, 122, 614, 172, 465, 722, 162, 167, 885, 149, 227, 62, 272, 473, 920, 257, 121, 656, 141, 264, 471, 183, 395, 240, 207, 191, 655 
45,192, 236, 816, 220, 381, 164, 216, 473, 859, 184, 461, 165, 173, 303, 104, 231, 188, 886, 188, 425, 378, 172, 422, 812, 226, 442, 379, 255, 385, 139, 136, 128, 778, 181, 217, 765, 252, 478, 958 
46,115, 320, 93, 210, 257, 900, 210, 446, 832, 147, 311, 577, 130, 425, 522, 174, 62, 93, 250, 299, 233, 163, 121, 443, 181, 86, 751, 265, 234, 680, 91, 493, 307, 250, 247, 12, 215, 251, 699 
47,223, 456, 614, 172, 132, 952, 212, 341, 134, 153, 426, 255, 185, 394, 713, 207, 94, 536, 200, 201, 482, 159, 432, 106, 201, 347, 643, 165, 305, 518, 222, 456, 477, 205, 79, 528, 218, 462, 138 
48,249, 236, 576, 250, 127, 609, 285, 188, 933, 219, 218, 408, 224, 484, 243, 236, 450, 631, 297, 314, 503, 205, 367, 499, 206, 230, 461, 178, 99, 482, 218, 490, 838, 210, 125, 395, 236, 401, 898 
