Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,, 
13,187, 404, 246, 242, 373, 27, 228, 353, 624, 211, 353, 151, 247, 137, 214, 213, 228, 730, 262, 243, 94, 226, 298, 192, 135, 357, 269, 277, 194, 769, 261, 288, 873, 252, 153, 939, 269, 273, 237 
14,250, 151, 499, 210, 80, 495, 183, 246, 279, 267, 375, 920, 248, 210, 645, 211, 82, 888, 236, 353, 214, 224, 409, 3, 208, 262, 519, 199, 118, 393, 258, 455, 881, 209, 450, 132, 219, 126, 190 
15,163, 452, 650, 111, 436, 575, 242, 431, 724, 122, 381, 78, 139, 411, 67, 186, 398, 903, 120, 382, 573, 182, 449, 272, 101, 445, 837, 203, 373, 328, 163, 462, 224, 136, 373, 519, 223, 347, 59 
16,226, 409, 324, 115, 474, 351, 206, 487, 16, 213, 450, 528, 254, 486, 308, 258, 487, 610, 145, 423, 764, 258, 430, 141, 218, 357, 838, 194, 456, 931, 196, 428, 298, 149, 497, 334, 176, 485, 661 
17,203, 406, 744, 173, 466, 589, 214, 394, 293, 154, 396, 199, 247, 468, 650, 230, 403, 873, 215, 373, 398, 132, 398, 14, 198, 414, 632, 260, 490, 901, 191, 492, 710, 241, 390, 825, 177, 385, 788 
18,157, 408, 535, 175, 473, 906, 201, 349, 245, 173, 452, 275, 131, 474, 554, 162, 359, 554, 224, 398, 954, 249, 459, 864, 177, 443, 880, 180, 426, 34, 91, 421, 181, 228, 485, 821, 244, 466, 488 
19,115, 418, 946, 173, 112, 341, 255, 319, 20, 222, 459, 552, 230, 162, 454, 138, 339, 884, 140, 374, 127, 156, 221, 52, 198, 158, 495, 180, 62, 36, 173, 204, 226, 121, 174, 854, 127, 246, 448 
20,257, 253, 754, 289, 191, 726, 211, 101, 150, 229, 354, 556, 262, 311, 811, 207, 416, 845, 203, 199, 936, 223, 157, 563, 268, 360, 951, 223, 360, 146, 219, 392, 107, 243, 226, 940, 166, 234, 564 
21,186, 288, 370, 233, 371, 151, 230, 350, 724, 256, 307, 917, 227, 349, 162, 178, 385, 577, 172, 375, 245, 232, 275, 399, 273, 409, 821, 236, 423, 275, 213, 222, 833, 247, 311, 824, 282, 356, 827 
22,193, 412, 824, 120, 448, 389, 165, 455, 3, 294, 468, 74, 167, 351, 158, 199, 409, 656, 164, 389, 124, 191, 469, 234, 172, 447, 546, 108, 421, 131, 238, 459, 258, 293, 491, 464, 159, 381, 868 
23,166, 222, 602, 118, 447, 336, 101, 57, 591, 84, 137, 856, 172, 324, 596, 110, 454, 766, 198, 354, 632, 183, 124, 886, 79, 430, 242, 222, 435, 462, 139, 65, 604, 184, 264, 302, 202, 233, 221 
24,297, 440, 441, 257, 410, 299, 212, 409, 158, 207, 321, 92, 192, 407, 616, 224, 318, 526, 256, 417, 826, 259, 278, 236, 219, 304, 878, 252, 396, 651, 187, 460, 2, 246, 361, 910, 124, 375, 302 
25,238, 379, 155, 202, 337, 152, 217, 256, 127, 216, 361, 46, 313, 393, 575, 261, 433, 37, 191, 449, 504, 171, 349, 947, 219, 226, 920, 186, 453, 797, 197, 365, 104, 260, 428, 730, 280, 309, 459 
26,217, 379, 248, 233, 376, 681, 213, 430, 5, 154, 381, 806, 131, 470, 739, 196, 485, 15, 210, 387, 837, 116, 490, 504, 196, 381, 538, 215, 474, 536, 250, 470, 710, 255, 457, 472, 157, 425, 730 
27,158, 493, 912, 217, 459, 633, 114, 465, 146, 106, 435, 109, 156, 417, 286, 102, 437, 887, 218, 482, 590, 205, 456, 594, 148, 393, 873, 85, 440, 612, 248, 413, 413, 173, 477, 41, 170, 465, 562 
28,113, 342, 755, 133, 274, 719, 124, 130, 463, 155, 367, 371, 80, 102, 590, 137, 179, 312, 125, 74, 906, 100, 86, 827, 135, 304, 419, 156, 361, 585, 91, 265, 385, 119, 142, 611, 111, 471, 218 
29,120, 438, 911, 147, 248, 337, 244, 276, 488, 105, 222, 424, 155, 282, 733, 82, 58, 484, 207, 360, 808, 69, 425, 158, 148, 130, 722, 175, 137, 889, 176, 199, 603, 81, 184, 947, 63, 380, 284 
30,154, 270, 276, 121, 288, 160, 91, 325, 225, 217, 196, 698, 145, 220, 722, 215, 171, 243, 159, 266, 450, 221, 111, 772, 153, 152, 883, 131, 446, 792, 197, 283, 587, 147, 405, 335, 199, 235, 554 
31,213, 370, 766, 128, 102, 432, 156, 366, 792, 253, 333, 317, 190, 362, 241, 278, 285, 357, 216, 336, 359, 223, 450, 52, 122, 400, 594, 199, 293, 126, 79, 109, 705, 275, 202, 9, 291, 176, 109 
32,201, 471, 548, 236, 483, 803, 255, 443, 742, 191, 405, 702, 216, 485, 940, 150, 471, 205, 170, 475, 43, 194, 280, 841, 273, 434, 380, 167, 117, 83, 152, 424, 442, 230, 420, 869, 191, 327, 272 
33,250, 193, 562, 271, 280, 391, 246, 140, 771, 84, 350, 627, 243, 361, 185, 90, 359, 770, 176, 155, 674, 111, 89, 311, 206, 157, 648, 156, 243, 821, 153, 277, 100, 138, 317, 932, 81, 370, 135 
34,259, 439, 486, 219, 405, 56, 201, 316, 863, 189, 303, 447, 246, 329, 831, 220, 224, 519, 221, 392, 889, 216, 395, 154, 227, 278, 830, 162, 403, 875, 252, 350, 136, 212, 404, 225, 225, 286, 739 
35,197, 409, 827, 160, 348, 260, 171, 443, 135, 236, 391, 813, 158, 461, 882, 118, 455, 101, 205, 338, 40, 292, 394, 350, 225, 418, 155, 104, 412, 431, 227, 360, 956, 210, 347, 820, 277, 445, 672 
36,186, 442, 423, 245, 342, 766, 274, 298, 949, 183, 137, 410, 279, 276, 732, 234, 414, 370, 269, 396, 275, 223, 242, 430, 277, 377, 591, 231, 391, 592, 228, 108, 630, 206, 122, 351, 235, 134, 510 
37,198, 134, 300, 99, 303, 359, 199, 313, 940, 88, 87, 250, 192, 363, 308, 144, 112, 645, 225, 148, 907, 158, 438, 346, 234, 483, 680, 179, 157, 177, 248, 316, 101, 126, 402, 471, 182, 288, 421 
38,109, 315, 401, 145, 266, 653, 290, 370, 951, 260, 374, 676, 201, 330, 745, 156, 294, 367, 232, 324, 561, 182, 279, 17, 243, 317, 44, 226, 247, 763, 215, 279, 848, 261, 351, 530, 235, 270, 219 
39,126, 388, 847, 219, 369, 934, 246, 430, 628, 175, 370, 244, 230, 329, 803, 232, 380, 485, 245, 366, 255, 167, 390, 908, 226, 399, 127, 257, 343, 190, 280, 322, 368, 165, 420, 840, 165, 415, 306 
40,205, 336, 106, 197, 434, 79, 152, 396, 46, 164, 412, 688, 175, 450, 784, 180, 454, 639, 155, 418, 949, 178, 406, 807, 201, 419, 447, 174, 496, 878, 81, 454, 844, 153, 438, 336, 175, 390, 661 
41,141, 415, 720, 133, 69, 647, 147, 147, 516, 174, 327, 481, 150, 210, 525, 185, 419, 198, 167, 172, 565, 161, 193, 724, 125, 409, 535, 230, 128, 264, 164, 383, 450, 133, 165, 179, 109, 177, 252 
42,267, 165, 178, 205, 451, 791, 169, 291, 688, 236, 109, 323, 306, 324, 469, 267, 492, 17, 200, 83, 647, 278, 224, 906, 181, 85, 491, 202, 229, 756, 251, 190, 581, 223, 389, 801, 254, 386, 508 
43,203, 244, 447, 214, 238, 932, 180, 304, 361, 144, 345, 499, 167, 349, 440, 235, 329, 98, 228, 241, 610, 202, 406, 456, 221, 248, 789, 141, 304, 424, 231, 374, 479, 208, 405, 310, 169, 250, 238 
44,240, 419, 689, 142, 467, 514, 156, 473, 474, 195, 367, 129, 247, 498, 221, 209, 363, 414, 186, 434, 325, 263, 421, 714, 164, 475, 547, 80, 457, 578, 102, 401, 642, 190, 461, 212, 146, 425, 395 
45,257, 470, 52, 122, 462, 718, 173, 471, 535, 194, 451, 767, 235, 448, 330, 147, 401, 554, 167, 344, 245, 149, 432, 26, 214, 371, 881, 201, 337, 337, 167, 343, 696, 136, 414, 385, 198, 340, 926 
46,205, 80, 529, 202, 385, 46, 244, 207, 308, 177, 283, 868, 198, 324, 831, 244, 447, 769, 283, 390, 901, 272, 236, 239, 245, 361, 340, 161, 177, 142, 225, 476, 17, 196, 283, 737, 207, 358, 104 
