591443.png,[257, 886, 300, 372, 916, 954, 780, 973, 399, 503, 110, 571, 583, 448, 236, 477, 781, 162, 127, 154, 902, 805, 934, 294, 802, 642, 285, 287, 197, 307, 2, 0, 2, 2, 1, 0, 1, 0, 1, 0, 0, 1, 2, 1, 1],[169, 405, 456, 863, 204, 871, 982, 132]
988860.png,[192, 283, 543, 775, 535, 638, 740, 302, 548, 231, 822, 856, 503, 910, 319, 327, 411, 765, 868, 202, 816, 441, 979, 635, 542, 932, 186, 956, 948, 927, 0, 2, 2, 1, 1, 2, 1, 0, 1, 2, 0, 2, 2, 1, 2],[639, 489, 972, 405, 666, 410, 837, 112]
198464.png,[559, 402, 736, 415, 104, 443, 373, 606, 269, 923, 656, 982, 686, 868, 556, 824, 954, 841, 573, 346, 987, 976, 327, 269, 548, 263, 605, 121, 128, 559, 2, 2, 0, 1, 0, 2, 0, 0, 2, 1, 2, 2, 0, 0, 2],[226, 529, 341, 772, 230, 607, 286, 605]
118857.jpg,[342, 186, 142, 255, 602, 150, 787, 538, 872, 701, 729, 224, 927, 681, 220, 583, 551, 837, 528, 776, 778, 117, 720, 264, 324, 664, 732, 146, 813, 974, 1, 2, 0, 0, 2, 2, 1, 1, 1, 2, 2, 0, 0, 1, 0],[715, 531, 810, 193, 372, 623, 896, 839]
308870.jpg,[597, 983, 512, 406, 169, 250, 326, 801, 707, 504, 973, 503, 360, 730, 826, 941, 511, 597, 348, 853, 688, 413, 194, 428, 344, 709, 725, 168, 223, 449, 1, 2, 1, 1, 1, 0, 2, 0, 1, 2, 1, 1, 1, 0, 1],[322, 612, 909, 954, 631, 147, 932, 667]
530935.png,[689, 440, 860, 129, 495, 447, 470, 530, 851, 190, 183, 935, 887, 164, 184, 607, 204, 288, 420, 332, 227, 106, 936, 887, 258, 141, 922, 821, 674, 238, 1, 1, 2, 2, 1, 1, 0, 1, 0, 2, 0, 2, 2, 0, 0],[587, 319, 451, 800, 331, 346, 605, 294]
759158.png,[927, 695, 952, 138, 487, 890, 682, 780, 116, 725, 476, 499, 627, 676, 450, 942, 715, 585, 528, 140, 142, 255, 218, 154, 807, 818, 348, 983, 672, 619, 0, 2, 0, 1, 2, 0, 2, 0, 1, 0, 0, 2, 1, 0, 1],[589, 532, 382, 646, 968, 533, 985, 146]
140435.png,[719, 397, 287, 765, 623, 109, 335, 219, 610, 327, 617, 153, 914, 219, 592, 526, 238, 560, 601, 753, 473, 445, 873, 895, 997, 134, 275, 140, 629, 605, 2, 2, 0, 1, 1, 0, 1, 2, 2, 0, 2, 2, 0, 0, 1],[392, 686, 263, 955, 645, 267, 727, 109]
394854.png,[661, 399, 990, 376, 710, 112, 482, 925, 185, 412, 509, 983, 208, 534, 900, 276, 240, 740, 797, 281, 636, 708, 495, 867, 710, 139, 951, 181, 840, 662, 0, 2, 1, 2, 2, 1, 1, 2, 0, 0, 1, 1, 0, 1, 0],[844, 798, 975, 366, 564, 951, 307, 840]
257424.jpg,[769, 421, 620, 709, 402, 463, 313, 306, 980, 990, 944, 522, 883, 321, 482, 382, 742, 132, 303, 173, 108, 639, 600, 394, 406, 549, 330, 546, 666, 664, 1, 1, 0, 2, 0, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1],[927, 980, 265, 689, 749, 539, 610, 547]
775588.png,[442, 785, 984, 529, 777, 364, 273, 881, 710, 505, 776, 614, 909, 878, 327, 902, 729, 211, 915, 201, 590, 796, 372, 206, 307, 291, 510, 124, 313, 154, 1, 0, 0, 2, 1, 0, 1, 1, 2, 2, 2, 1, 0, 1, 1],[753, 421, 148, 352, 489, 462, 584, 196]
668756.png,[224, 308, 108, 281, 635, 584, 573, 309, 705, 679, 798, 689, 767, 766, 934, 274, 231, 637, 905, 535, 395, 583, 805, 932, 892, 503, 924, 581, 620, 698, 2, 0, 1, 0, 2, 2, 2, 1, 0, 1, 2, 0, 1, 1, 2],[869, 189, 440, 691, 199, 363, 700, 947]
926482.jpg,[107, 916, 771, 741, 487, 987, 722, 528, 525, 127, 208, 183, 946, 521, 124, 811, 327, 572, 176, 922, 972, 535, 572, 633, 192, 892, 753, 603, 798, 944, 2, 0, 0, 2, 0, 2, 2, 2, 0, 1, 2, 0, 0, 2, 2],[514, 460, 170, 595, 348, 684, 171, 675]
888355.jpg,[449, 909, 622, 214, 770, 191, 310, 184, 857, 458, 303, 167, 584, 715, 867, 922, 658, 107, 335, 189, 591, 347, 597, 888, 325, 678, 409, 893, 840, 348, 2, 1, 0, 0, 2, 2, 1, 1, 2, 2, 2, 0, 2, 2, 0],[937, 161, 986, 411, 440, 979, 428, 792]
967962.png,[932, 226, 664, 458, 418, 276, 578, 672, 816, 670, 456, 945, 167, 369, 262, 657, 904, 143, 586, 401, 559, 582, 233, 402, 833, 644, 525, 144, 176, 210, 1, 0, 0, 1, 0, 2, 1, 0, 0, 1, 2, 0, 0, 2, 2],[704, 678, 824, 877, 401, 449, 656, 669]
952799.jpg,[146, 842, 556, 758, 915, 274, 343, 300, 687, 312, 924, 997, 710, 342, 141, 495, 500, 220, 759, 505, 221, 450, 288, 580, 682, 942, 102, 533, 627, 569, 1, 0, 0, 0, 0, 2, 0, 2, 2, 1, 2, 1, 1, 2, 0],[872, 666, 708, 871, 636, 538, 758, 717]
617487.jpg,[942, 476, 386, 668, 657, 710, 775, 602, 745, 250, 926, 858, 835, 402, 433, 693, 506, 880, 203, 683, 131, 765, 843, 803, 814, 310, 367, 781, 482, 748, 2, 2, 1, 2, 2, 1, 0, 2, 1, 0, 2, 0, 2, 0, 2],[275, 959, 359, 841, 484, 272, 872, 534]
575220.png,[722, 903, 386, 489, 681, 621, 144, 136, 639, 682, 213, 423, 338, 437, 721, 715, 607, 291, 555, 700, 964, 163, 267, 596, 983, 808, 596, 980, 238, 262, 1, 0, 1, 2, 0, 0, 2, 1, 1, 0, 2, 1, 0, 0, 2],[572, 559, 535, 763, 501, 412, 609, 141]
607884.jpg,[688, 891, 134, 923, 437, 929, 640, 243, 361, 400, 574, 375, 147, 441, 986, 808, 957, 939, 249, 338, 442, 705, 765, 374, 678, 481, 754, 155, 686, 734, 1, 0, 0, 0, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 0],[940, 148, 823, 673, 144, 253, 497, 141]
873425.jpg,[271, 904, 613, 876, 677, 979, 996, 495, 902, 267, 275, 782, 696, 440, 598, 982, 732, 626, 104, 575, 246, 162, 934, 146, 863, 577, 600, 346, 159, 957, 1, 1, 2, 2, 0, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2],[581, 236, 642, 524, 944, 843, 530, 188]
508694.png,[612, 438, 220, 484, 636, 170, 724, 652, 410, 101, 886, 622, 455, 138, 327, 909, 986, 804, 114, 245, 659, 724, 981, 747, 928, 838, 773, 347, 251, 707, 1, 2, 2, 0, 1, 1, 2, 1, 2, 0, 1, 2, 2, 0, 2],[327, 375, 252, 962, 726, 454, 174, 213]
933760.jpg,[109, 571, 785, 374, 479, 526, 663, 705, 892, 200, 243, 715, 768, 120, 173, 764, 429, 115, 726, 637, 944, 775, 743, 179, 165, 901, 198, 391, 781, 961, 0, 2, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 2, 2, 1],[497, 166, 127, 532, 282, 802, 555, 381]
368532.png,[340, 267, 799, 917, 494, 574, 713, 541, 854, 491, 654, 874, 749, 104, 117, 842, 602, 285, 182, 908, 722, 159, 813, 190, 381, 755, 676, 453, 895, 545, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 0, 2, 0, 1],[795, 867, 314, 417, 348, 457, 952, 870]
529199.png,[291, 993, 295, 537, 458, 398, 367, 454, 274, 889, 554, 408, 622, 341, 366, 977, 389, 898, 315, 319, 156, 622, 869, 769, 372, 965, 247, 673, 932, 398, 2, 1, 1, 2, 0, 1, 0, 2, 1, 2, 2, 1, 2, 1, 2],[737, 175, 193, 782, 785, 238, 980, 870]
771734.jpg,[212, 787, 587, 543, 287, 649, 393, 976, 249, 414, 151, 573, 937, 556, 450, 774, 704, 297, 997, 250, 688, 721, 576, 153, 558, 199, 476, 365, 743, 272, 0, 0, 2, 0, 1, 1, 0, 2, 1, 1, 2, 0, 0, 0, 0],[247, 961, 600, 725, 268, 191, 847, 665]
118330.png,[487, 992, 869, 879, 266, 636, 755, 858, 680, 452, 409, 614, 475, 106, 304, 516, 646, 934, 625, 818, 701, 676, 678, 123, 700, 278, 709, 860, 498, 824, 0, 1, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 1, 2, 2],[253, 714, 446, 934, 705, 347, 308, 699]
569756.jpg,[981, 978, 947, 956, 681, 143, 811, 189, 241, 740, 337, 447, 389, 444, 535, 931, 933, 170, 129, 717, 448, 692, 675, 640, 684, 192, 207, 251, 977, 427, 0, 2, 2, 0, 1, 1, 1, 2, 0, 2, 2, 2, 1, 2, 2],[101, 820, 421, 489, 135, 117, 394, 457]
777324.png,[775, 105, 204, 652, 144, 564, 577, 124, 184, 122, 252, 422, 210, 423, 294, 471, 107, 103, 363, 996, 637, 947, 845, 283, 687, 801, 344, 663, 110, 402, 1, 1, 1, 2, 2, 2, 2, 1, 1, 0, 0, 1, 2, 1, 2],[455, 853, 645, 648, 241, 694, 889, 812]
602153.png,[349, 405, 345, 177, 734, 957, 717, 304, 166, 935, 785, 297, 442, 328, 299, 569, 669, 244, 812, 382, 762, 129, 186, 585, 322, 445, 804, 932, 372, 615, 1, 1, 1, 1, 0, 0, 2, 0, 0, 1, 1, 2, 0, 0, 0],[696, 853, 238, 490, 425, 815, 986, 805]
143190.png,[703, 947, 986, 786, 109, 370, 333, 614, 924, 845, 739, 747, 558, 799, 688, 646, 998, 750, 331, 400, 941, 838, 378, 165, 490, 228, 963, 578, 316, 585, 2, 1, 0, 2, 1, 2, 1, 2, 1, 2, 2, 0, 0, 2, 0],[506, 570, 324, 833, 862, 709, 550, 440]
988638.png,[975, 785, 859, 387, 579, 842, 168, 471, 170, 200, 867, 494, 704, 261, 668, 292, 419, 230, 531, 972, 210, 624, 851, 740, 781, 987, 194, 534, 313, 356, 2, 2, 1, 2, 2, 1, 2, 0, 1, 2, 1, 1, 0, 2, 1],[774, 558, 958, 161, 636, 585, 660, 719]
528003.png,[360, 327, 671, 702, 526, 235, 585, 701, 891, 205, 986, 680, 330, 247, 329, 851, 234, 688, 856, 544, 804, 425, 284, 353, 540, 249, 292, 803, 683, 518, 2, 0, 0, 1, 0, 0, 1, 2, 1, 0, 1, 0, 1, 1, 2],[135, 845, 107, 222, 167, 654, 213, 431]
141624.png,[534, 266, 785, 130, 221, 482, 379, 456, 932, 252, 638, 787, 835, 384, 343, 166, 277, 324, 489, 499, 574, 218, 494, 662, 388, 979, 609, 100, 713, 653, 0, 2, 2, 0, 2, 2, 0, 2, 1, 2, 0, 0, 1, 0, 1],[311, 504, 636, 577, 684, 657, 573, 413]
084510.png,[891, 482, 732, 604, 841, 909, 818, 336, 242, 625, 868, 282, 107, 747, 725, 166, 623, 368, 988, 544, 705, 189, 296, 552, 321, 587, 713, 856, 353, 288, 0, 0, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 2, 2, 2],[718, 524, 816, 528, 148, 885, 778, 227]
143254.png,[673, 204, 594, 694, 236, 629, 872, 636, 810, 910, 133, 218, 233, 391, 895, 575, 654, 997, 208, 392, 882, 101, 166, 862, 629, 366, 285, 598, 266, 661, 2, 0, 1, 1, 2, 1, 0, 1, 0, 1, 1, 2, 2, 2, 0],[994, 967, 886, 155, 985, 282, 130, 149]
276884.png,[564, 904, 703, 851, 465, 186, 470, 807, 230, 821, 830, 241, 373, 618, 775, 447, 807, 990, 761, 320, 525, 295, 328, 631, 596, 176, 568, 362, 825, 446, 0, 0, 2, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 1],[100, 530, 941, 907, 214, 418, 425, 767]
356637.jpg,[184, 162, 915, 716, 636, 661, 534, 548, 296, 705, 341, 750, 492, 367, 340, 182, 986, 969, 329, 829, 862, 913, 404, 644, 938, 265, 562, 376, 830, 511, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 1, 1, 0],[678, 984, 443, 805, 661, 489, 814, 640]
716101.jpg,[602, 391, 782, 459, 591, 324, 500, 541, 344, 661, 541, 552, 889, 487, 240, 202, 992, 123, 302, 830, 470, 285, 786, 871, 283, 533, 943, 962, 647, 474, 1, 1, 1, 2, 2, 0, 0, 2, 0, 1, 1, 2, 0, 0, 0],[501, 466, 107, 462, 920, 268, 891, 727]
283494.png,[467, 584, 173, 449, 958, 239, 714, 220, 565, 701, 594, 514, 229, 533, 847, 840, 769, 403, 831, 799, 998, 613, 783, 910, 317, 178, 371, 210, 674, 180, 2, 0, 0, 2, 2, 2, 0, 2, 1, 2, 1, 1, 2, 2, 1],[826, 802, 320, 227, 155, 703, 834, 777]
146186.png,[258, 948, 824, 335, 223, 158, 689, 516, 925, 577, 295, 790, 204, 992, 426, 703, 268, 314, 729, 363, 561, 245, 671, 959, 690, 277, 634, 716, 106, 140, 2, 1, 0, 2, 0, 1, 0, 2, 2, 1, 0, 2, 2, 0, 2],[148, 390, 450, 843, 508, 468, 287, 299]
351722.jpg,[178, 557, 146, 687, 494, 177, 545, 293, 573, 488, 144, 861, 154, 817, 659, 546, 787, 443, 284, 444, 870, 853, 981, 375, 277, 768, 826, 215, 696, 940, 2, 0, 2, 2, 0, 0, 2, 2, 1, 1, 0, 1, 2, 2, 0],[830, 987, 947, 802, 671, 177, 622, 695]
217404.png,[121, 321, 768, 889, 681, 885, 227, 649, 158, 851, 745, 961, 860, 664, 216, 520, 552, 552, 444, 442, 738, 478, 809, 906, 481, 558, 225, 998, 891, 786, 1, 0, 0, 1, 2, 2, 1, 2, 2, 0, 1, 2, 2, 1, 1],[853, 564, 913, 350, 793, 737, 967, 268]
949796.png,[803, 211, 404, 198, 626, 131, 849, 929, 755, 557, 629, 778, 519, 199, 377, 773, 838, 549, 285, 357, 603, 494, 334, 676, 574, 842, 735, 296, 914, 149, 2, 2, 0, 2, 2, 1, 2, 2, 2, 0, 0, 0, 1, 0, 1],[509, 459, 936, 165, 546, 919, 451, 724]
603889.png,[583, 931, 495, 349, 579, 152, 509, 542, 600, 364, 905, 239, 653, 243, 779, 922, 124, 876, 714, 260, 400, 281, 540, 983, 171, 726, 623, 347, 499, 895, 1, 2, 0, 2, 1, 0, 0, 0, 0, 2, 0, 2, 0, 1, 1],[793, 215, 717, 508, 722, 776, 495, 219]
592953.png,[145, 947, 704, 310, 847, 626, 571, 666, 235, 113, 167, 803, 629, 214, 688, 899, 320, 263, 285, 811, 682, 949, 743, 800, 680, 960, 382, 563, 753, 395, 0, 1, 1, 2, 0, 0, 0, 0, 2, 1, 1, 1, 2, 2, 0],[848, 546, 108, 403, 898, 648, 496, 208]
727927.png,[284, 558, 359, 299, 101, 992, 173, 758, 548, 400, 226, 353, 750, 122, 107, 831, 955, 540, 710, 967, 200, 260, 490, 858, 139, 976, 797, 618, 720, 477, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2],[268, 521, 888, 857, 346, 932, 231, 991]
721030.png,[490, 312, 567, 553, 396, 103, 290, 401, 235, 588, 854, 553, 286, 817, 483, 650, 159, 951, 754, 171, 714, 612, 969, 785, 838, 646, 635, 508, 875, 714, 1, 2, 2, 0, 2, 0, 2, 1, 1, 1, 1, 0, 1, 0, 1],[927, 523, 439, 863, 521, 936, 343, 694]
126134.jpg,[727, 507, 168, 631, 540, 610, 448, 665, 223, 125, 698, 564, 398, 143, 938, 380, 760, 153, 368, 129, 604, 559, 596, 992, 157, 490, 295, 702, 259, 412, 2, 2, 0, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 2, 0],[114, 147, 408, 469, 487, 258, 796, 347]
913404.png,[543, 487, 182, 120, 843, 921, 128, 175, 807, 796, 107, 594, 753, 752, 581, 421, 567, 557, 669, 334, 295, 172, 272, 543, 726, 603, 590, 386, 404, 918, 2, 2, 1, 1, 2, 2, 0, 2, 1, 0, 1, 2, 1, 0, 0],[370, 950, 554, 416, 970, 821, 661, 595]
105779.png,[607, 991, 903, 817, 384, 619, 214, 645, 796, 388, 289, 957, 205, 606, 443, 554, 378, 976, 323, 856, 970, 615, 947, 677, 539, 285, 386, 924, 668, 831, 1, 2, 2, 1, 0, 2, 1, 2, 2, 2, 0, 0, 2, 2, 0],[978, 659, 181, 766, 458, 196, 274, 392]
078630.png,[871, 957, 188, 218, 914, 636, 161, 639, 468, 609, 306, 227, 257, 766, 446, 418, 682, 507, 372, 814, 496, 795, 307, 258, 227, 634, 124, 716, 203, 755, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 0, 1, 2, 2, 2],[105, 916, 794, 919, 381, 316, 955, 873]
047174.png,[966, 900, 614, 135, 634, 453, 579, 939, 247, 766, 210, 110, 191, 493, 436, 623, 560, 934, 881, 659, 657, 702, 282, 933, 796, 754, 211, 450, 393, 400, 2, 1, 2, 1, 1, 1, 2, 0, 1, 1, 0, 1, 0, 1, 1],[721, 600, 937, 824, 481, 323, 968, 291]
948061.png,[196, 630, 859, 662, 182, 410, 953, 248, 109, 564, 101, 633, 779, 364, 460, 934, 873, 481, 519, 226, 703, 911, 670, 799, 181, 402, 625, 726, 904, 784, 0, 1, 2, 0, 0, 2, 0, 2, 0, 1, 1, 0, 2, 0, 0],[742, 365, 583, 152, 896, 866, 174, 264]
800258.jpg,[531, 151, 229, 354, 598, 665, 819, 121, 859, 883, 169, 193, 367, 521, 908, 387, 673, 870, 946, 304, 459, 319, 679, 154, 602, 924, 920, 265, 611, 872, 0, 0, 1, 1, 1, 0, 0, 2, 1, 2, 0, 1, 1, 0, 0],[778, 488, 603, 404, 819, 733, 833, 949]
085302.png,[249, 426, 139, 157, 974, 309, 269, 496, 289, 612, 951, 232, 886, 963, 700, 869, 998, 598, 855, 100, 466, 729, 784, 845, 836, 263, 572, 609, 125, 119, 1, 2, 0, 2, 2, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0],[614, 111, 733, 670, 460, 959, 301, 124]
232738.png,[143, 267, 180, 432, 805, 838, 509, 567, 984, 859, 648, 866, 333, 660, 324, 416, 701, 745, 631, 589, 713, 129, 765, 835, 456, 251, 561, 916, 921, 254, 1, 1, 2, 2, 1, 2, 1, 2, 0, 1, 0, 2, 0, 1, 1],[140, 314, 445, 575, 382, 305, 851, 751]
134928.png,[213, 724, 894, 992, 859, 695, 382, 535, 788, 883, 829, 323, 406, 308, 730, 991, 840, 450, 493, 795, 109, 372, 624, 563, 557, 710, 112, 797, 843, 596, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0],[513, 199, 593, 339, 783, 665, 886, 304]
528655.png,[410, 994, 449, 304, 595, 940, 458, 432, 133, 432, 742, 404, 655, 824, 643, 559, 510, 597, 327, 525, 703, 890, 698, 233, 598, 142, 521, 562, 985, 376, 2, 2, 1, 1, 1, 1, 0, 2, 0, 2, 2, 0, 0, 1, 2],[313, 117, 384, 274, 612, 281, 550, 442]
661319.png,[273, 284, 883, 146, 329, 793, 196, 848, 746, 194, 294, 606, 677, 358, 273, 237, 782, 146, 596, 155, 159, 495, 772, 377, 623, 276, 375, 664, 844, 634, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 0, 0, 2, 0, 0],[652, 938, 252, 174, 825, 977, 860, 129]
465853.png,[147, 201, 690, 371, 251, 859, 960, 490, 370, 893, 723, 789, 885, 207, 314, 235, 779, 363, 701, 844, 983, 551, 927, 238, 940, 291, 837, 263, 569, 386, 0, 2, 1, 1, 0, 2, 2, 0, 1, 0, 0, 1, 2, 0, 1],[988, 837, 160, 735, 942, 964, 445, 868]
965295.png,[876, 953, 412, 936, 452, 924, 261, 450, 430, 690, 278, 850, 912, 953, 893, 359, 247, 911, 731, 158, 232, 366, 575, 402, 414, 727, 673, 967, 850, 890, 2, 0, 2, 0, 1, 2, 0, 2, 2, 1, 2, 0, 2, 2, 2],[438, 374, 362, 564, 918, 185, 108, 315]
379525.png,[191, 224, 297, 880, 895, 438, 247, 834, 102, 320, 976, 195, 853, 147, 843, 173, 983, 820, 761, 235, 144, 301, 625, 974, 251, 830, 271, 672, 581, 743, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 1, 0, 1, 0, 0],[996, 884, 663, 837, 257, 497, 917, 662]
545086.png,[992, 651, 403, 718, 632, 777, 454, 472, 901, 139, 806, 343, 526, 667, 718, 735, 847, 627, 241, 508, 117, 747, 340, 902, 485, 696, 823, 384, 727, 764, 2, 0, 0, 2, 0, 1, 1, 1, 2, 2, 0, 2, 0, 2, 1],[531, 130, 153, 479, 239, 673, 517, 386]
895632.jpg,[540, 492, 820, 119, 589, 452, 927, 220, 288, 142, 254, 338, 311, 988, 370, 434, 107, 460, 176, 751, 954, 839, 813, 932, 854, 421, 321, 357, 758, 208, 2, 1, 1, 0, 2, 1, 2, 2, 2, 1, 0, 1, 2, 2, 0],[358, 778, 594, 881, 555, 792, 335, 184]
239549.png,[864, 299, 688, 711, 706, 114, 138, 298, 812, 435, 590, 920, 584, 520, 537, 941, 746, 448, 385, 209, 157, 590, 413, 910, 105, 256, 875, 170, 249, 761, 2, 1, 1, 2, 2, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1],[318, 196, 851, 163, 153, 742, 536, 736]
925956.png,[139, 648, 451, 558, 140, 577, 884, 150, 309, 708, 577, 811, 779, 442, 635, 166, 263, 389, 177, 644, 765, 313, 783, 142, 421, 208, 657, 218, 841, 849, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2, 0, 1, 2, 2, 2],[352, 595, 345, 860, 784, 412, 617, 748]
256834.png,[274, 377, 102, 126, 628, 374, 378, 783, 850, 837, 257, 666, 445, 495, 164, 590, 913, 372, 810, 633, 341, 786, 230, 613, 906, 700, 864, 729, 137, 932, 2, 1, 1, 2, 1, 1, 1, 2, 0, 1, 1, 2, 0, 2, 0],[518, 564, 662, 873, 566, 151, 714, 935]
425113.png,[819, 128, 218, 310, 668, 590, 957, 399, 784, 408, 590, 752, 869, 103, 389, 994, 186, 601, 913, 667, 285, 188, 813, 730, 775, 847, 540, 902, 426, 405, 2, 0, 0, 1, 0, 0, 1, 2, 2, 1, 0, 2, 2, 0, 2],[592, 241, 280, 552, 777, 400, 628, 656]
180912.png,[314, 418, 203, 874, 508, 235, 145, 307, 330, 341, 479, 727, 649, 802, 768, 546, 705, 768, 642, 438, 750, 342, 926, 804, 234, 473, 673, 904, 489, 600, 2, 0, 2, 1, 0, 2, 0, 1, 1, 1, 2, 2, 0, 2, 2],[988, 682, 749, 348, 617, 779, 708, 223]
020267.jpg,[597, 311, 986, 907, 712, 152, 773, 367, 992, 742, 213, 987, 414, 677, 750, 579, 560, 696, 912, 796, 961, 858, 116, 627, 223, 876, 706, 323, 139, 361, 1, 0, 1, 2, 2, 1, 0, 1, 2, 2, 1, 0, 0, 0, 2],[222, 767, 872, 470, 886, 421, 350, 230]
091632.png,[520, 438, 272, 330, 470, 136, 744, 590, 732, 521, 520, 635, 563, 748, 380, 848, 865, 565, 418, 535, 901, 289, 794, 128, 583, 777, 639, 703, 519, 102, 0, 1, 1, 0, 0, 1, 2, 0, 2, 1, 2, 2, 1, 2, 2],[220, 859, 853, 835, 986, 594, 912, 676]
948995.png,[170, 342, 110, 599, 939, 502, 507, 773, 460, 858, 605, 689, 509, 728, 408, 231, 657, 479, 117, 148, 988, 925, 518, 694, 778, 694, 384, 655, 479, 944, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 0, 1, 1],[150, 454, 301, 412, 769, 774, 428, 780]
898996.png,[953, 477, 836, 774, 149, 652, 342, 116, 846, 267, 328, 602, 275, 808, 610, 813, 138, 633, 507, 553, 444, 311, 371, 799, 273, 960, 735, 849, 477, 809, 1, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 2, 1, 1, 0],[424, 522, 547, 580, 910, 458, 251, 795]
661633.png,[876, 825, 408, 142, 692, 717, 877, 758, 477, 307, 136, 603, 912, 221, 960, 797, 990, 720, 650, 837, 740, 126, 830, 565, 361, 916, 527, 155, 717, 988, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 2, 1, 1, 2],[383, 923, 824, 119, 200, 229, 968, 825]
